States,Transaction_Year,Quarters,District,Transaction_Type,Transaction_Count
arunachal-pradesh,2019,4,papum pare district,TOTAL,378838002.3434037
arunachal-pradesh,2019,4,kurung kumey district,TOTAL,4526789.748638094
arunachal-pradesh,2019,4,anjaw district,TOTAL,11887950.534618177
arunachal-pradesh,2019,4,siang district,TOTAL,8833695.424992222
arunachal-pradesh,2019,4,lower siang district,TOTAL,11985865.259161524
arunachal-pradesh,2019,4,kra daadi district,TOTAL,7804936.327522229
arunachal-pradesh,2019,4,changlang district,TOTAL,71874990.9639822
arunachal-pradesh,2019,4,pakke kessang district,TOTAL,2287739.0120923957
arunachal-pradesh,2019,4,dibang valley district,TOTAL,1240493.0270471391
arunachal-pradesh,2019,4,west kameng district,TOTAL,198205637.50055438
arunachal-pradesh,2019,4,shi yomi district,TOTAL,170772.72677991798
arunachal-pradesh,2019,4,east siang district,TOTAL,72075285.44344108
arunachal-pradesh,2019,4,upper subansiri district,TOTAL,28319761.873849634
arunachal-pradesh,2019,4,east kameng district,TOTAL,19408662.74847077
arunachal-pradesh,2019,4,lohit district,TOTAL,67502324.59236205
arunachal-pradesh,2019,4,lepa rada district,TOTAL,8888753.875914622
arunachal-pradesh,2019,4,tawang district,TOTAL,91949243.6071119
arunachal-pradesh,2019,4,namsai district,TOTAL,32501252.235055383
arunachal-pradesh,2019,2,lower dibang valley district,TOTAL,13737167.7479776
arunachal-pradesh,2019,2,lower subansiri district,TOTAL,14746949.652010633
arunachal-pradesh,2019,2,longding district,TOTAL,23464027.892812617
arunachal-pradesh,2019,2,west siang district,TOTAL,24549832.977181494
arunachal-pradesh,2019,2,kamle district,TOTAL,1136776.6962042823
arunachal-pradesh,2019,2,upper siang district,TOTAL,3993676.3296563537
arunachal-pradesh,2019,2,tirap district,TOTAL,18633793.43372325
arunachal-pradesh,2019,2,papum pare district,TOTAL,246640891.34861866
arunachal-pradesh,2019,2,kurung kumey district,TOTAL,4036511.9338615797
arunachal-pradesh,2019,2,anjaw district,TOTAL,5220589.920801567
arunachal-pradesh,2019,2,siang district,TOTAL,5373179.351887872
arunachal-pradesh,2019,2,lower siang district,TOTAL,7075961.239041175
arunachal-pradesh,2019,2,kra daadi district,TOTAL,4315353.218765283
arunachal-pradesh,2019,2,changlang district,TOTAL,48891048.26477764
arunachal-pradesh,2019,2,pakke kessang district,TOTAL,1750138.0587616218
arunachal-pradesh,2019,2,dibang valley district,TOTAL,214966.6162180208
arunachal-pradesh,2019,2,west kameng district,TOTAL,122521180.75595039
arunachal-pradesh,2019,2,shi yomi district,TOTAL,65209.39364354455
arunachal-pradesh,2019,2,east siang district,TOTAL,46549881.23941852
arunachal-pradesh,2019,2,upper subansiri district,TOTAL,18395806.566284098
arunachal-pradesh,2019,2,east kameng district,TOTAL,8996397.735290494
arunachal-pradesh,2019,2,lohit district,TOTAL,48893746.831022196
arunachal-pradesh,2019,2,lepa rada district,TOTAL,5045595.906781289
arunachal-pradesh,2019,2,tawang district,TOTAL,55915834.5871187
arunachal-pradesh,2019,2,namsai district,TOTAL,22491356.65721929
arunachal-pradesh,2019,3,lower dibang valley district,TOTAL,15177864.63915902
arunachal-pradesh,2019,3,lower subansiri district,TOTAL,21059967.49943525
arunachal-pradesh,2019,3,longding district,TOTAL,26620415.01923828
arunachal-pradesh,2019,3,west siang district,TOTAL,30014806.816802975
arunachal-pradesh,2019,3,kamle district,TOTAL,968784.5134103607
arunachal-pradesh,2019,3,upper siang district,TOTAL,3927440.4417752204
arunachal-pradesh,2019,3,tirap district,TOTAL,21737827.19336869
arunachal-pradesh,2019,3,papum pare district,TOTAL,301518075.7016427
arunachal-pradesh,2019,3,kurung kumey district,TOTAL,3674797.099413435
arunachal-pradesh,2019,3,anjaw district,TOTAL,9665384.074972186
arunachal-pradesh,2019,3,siang district,TOTAL,6888800.898705382
arunachal-pradesh,2019,3,lower siang district,TOTAL,9507511.569068512
arunachal-pradesh,2019,3,kra daadi district,TOTAL,5520848.186492377
arunachal-pradesh,2019,3,changlang district,TOTAL,58354823.443366826
arunachal-pradesh,2019,3,pakke kessang district,TOTAL,2145842.2925678995
arunachal-pradesh,2019,3,dibang valley district,TOTAL,675909.9962923382
arunachal-pradesh,2019,3,west kameng district,TOTAL,147186019.8759076
arunachal-pradesh,2019,3,shi yomi district,TOTAL,30367.754712275342
arunachal-pradesh,2019,3,east siang district,TOTAL,58040119.9573143
arunachal-pradesh,2019,3,upper subansiri district,TOTAL,22099628.49449406
arunachal-pradesh,2019,3,east kameng district,TOTAL,10631335.871797245
arunachal-pradesh,2019,3,lohit district,TOTAL,54539458.21434432
arunachal-pradesh,2019,3,lepa rada district,TOTAL,4930337.942058578
arunachal-pradesh,2019,3,tawang district,TOTAL,72221026.28393415
arunachal-pradesh,2019,3,namsai district,TOTAL,25507641.015596062
arunachal-pradesh,2019,1,lower dibang valley district,TOTAL,13738776.18143886
arunachal-pradesh,2019,1,lower subansiri district,TOTAL,12615032.122891838
arunachal-pradesh,2019,1,longding district,TOTAL,25349462.055245366
arunachal-pradesh,2019,1,west siang district,TOTAL,19426751.301233895
arunachal-pradesh,2019,1,kamle district,TOTAL,725807.1059240355
arunachal-pradesh,2019,1,upper siang district,TOTAL,2756678.3077581595
arunachal-pradesh,2019,1,tirap district,TOTAL,14075747.836402504
arunachal-pradesh,2019,1,papum pare district,TOTAL,188556716.3567257
arunachal-pradesh,2019,1,kurung kumey district,TOTAL,2076644.1215012982
arunachal-pradesh,2019,1,anjaw district,TOTAL,4643030.795590812
arunachal-pradesh,2019,1,siang district,TOTAL,2552682.037255951
arunachal-pradesh,2019,1,lower siang district,TOTAL,6923301.927893572
arunachal-pradesh,2019,1,kra daadi district,TOTAL,3797175.4842446605
arunachal-pradesh,2019,1,changlang district,TOTAL,40239141.669717625
arunachal-pradesh,2019,1,pakke kessang district,TOTAL,1682922.8373646357
arunachal-pradesh,2019,1,dibang valley district,TOTAL,301591.38639926765
arunachal-pradesh,2019,1,west kameng district,TOTAL,101333633.67604163
arunachal-pradesh,2019,1,shi yomi district,TOTAL,212989.63045272
arunachal-pradesh,2019,1,east siang district,TOTAL,39284373.05409969
arunachal-pradesh,2019,1,upper subansiri district,TOTAL,14105451.853243299
arunachal-pradesh,2019,1,east kameng district,TOTAL,9107597.731491327
arunachal-pradesh,2019,1,lohit district,TOTAL,42834776.778045304
arunachal-pradesh,2019,1,lepa rada district,TOTAL,4054526.308789035
arunachal-pradesh,2019,1,tawang district,TOTAL,39489779.13784294
arunachal-pradesh,2019,1,namsai district,TOTAL,20065516.616355177
arunachal-pradesh,2022,4,lower dibang valley district,TOTAL,308329533.63406837
arunachal-pradesh,2022,4,lower subansiri district,TOTAL,339443886.23657525
arunachal-pradesh,2022,4,longding district,TOTAL,151727225.22689673
arunachal-pradesh,2022,4,west siang district,TOTAL,449302139.4960692
arunachal-pradesh,2022,4,kamle district,TOTAL,54695370.469332285
arunachal-pradesh,2022,4,upper siang district,TOTAL,174436476.513136
arunachal-pradesh,2022,4,tirap district,TOTAL,205933250.0190781
arunachal-pradesh,2022,4,papum pare district,TOTAL,3401999228.9392605
arunachal-pradesh,2022,4,kurung kumey district,TOTAL,55991360.89182171
arunachal-pradesh,2022,4,anjaw district,TOTAL,86691809.7433357
arunachal-pradesh,2022,4,siang district,TOTAL,124012661.78071377
arunachal-pradesh,2022,4,lower siang district,TOTAL,111700711.05104405
arunachal-pradesh,2022,4,kra daadi district,TOTAL,69295211.52201861
arunachal-pradesh,2022,4,changlang district,TOTAL,572195646.772961
arunachal-pradesh,2022,4,pakke kessang district,TOTAL,28806042.8090343
arunachal-pradesh,2022,4,dibang valley district,TOTAL,17938501.796178654
arunachal-pradesh,2022,4,west kameng district,TOTAL,954522716.7333797
arunachal-pradesh,2022,4,shi yomi district,TOTAL,33977040.52287009
arunachal-pradesh,2022,4,east siang district,TOTAL,623525449.463265
arunachal-pradesh,2022,4,upper subansiri district,TOTAL,285077053.9982841
arunachal-pradesh,2022,4,east kameng district,TOTAL,178064501.28067553
arunachal-pradesh,2022,4,lohit district,TOTAL,503661703.8315097
arunachal-pradesh,2022,4,lepa rada district,TOTAL,127294274.35791278
arunachal-pradesh,2022,4,tawang district,TOTAL,518332824.89263654
arunachal-pradesh,2022,4,namsai district,TOTAL,307955075.5201911
arunachal-pradesh,2022,2,lower dibang valley district,TOTAL,271945446.39483917
arunachal-pradesh,2022,2,lower subansiri district,TOTAL,287993729.7711809
arunachal-pradesh,2022,2,longding district,TOTAL,160788732.81339836
arunachal-pradesh,2022,2,west siang district,TOTAL,375530981.6496287
arunachal-pradesh,2022,2,kamle district,TOTAL,44602505.00778252
arunachal-pradesh,2022,2,upper siang district,TOTAL,156044689.03497896
arunachal-pradesh,2022,2,tirap district,TOTAL,237900567.7289177
arunachal-pradesh,2022,2,papum pare district,TOTAL,3269917296.559577
arunachal-pradesh,2022,2,kurung kumey district,TOTAL,48364588.79678346
arunachal-pradesh,2022,2,anjaw district,TOTAL,100406271.77969864
arunachal-pradesh,2022,2,siang district,TOTAL,83637271.88783586
arunachal-pradesh,2022,2,lower siang district,TOTAL,92504503.65485632
arunachal-pradesh,2022,2,kra daadi district,TOTAL,64226643.96066442
arunachal-pradesh,2022,2,changlang district,TOTAL,513287861.1029648
arunachal-pradesh,2022,2,pakke kessang district,TOTAL,27595370.58732931
arunachal-pradesh,2022,2,dibang valley district,TOTAL,17089738.718757033
arunachal-pradesh,2022,2,west kameng district,TOTAL,893486447.5566866
arunachal-pradesh,2022,2,shi yomi district,TOTAL,28306519.496313594
arunachal-pradesh,2022,2,east siang district,TOTAL,604825118.1911322
arunachal-pradesh,2022,2,upper subansiri district,TOTAL,253134359.51780328
arunachal-pradesh,2022,2,east kameng district,TOTAL,191450485.63458514
arunachal-pradesh,2022,2,lohit district,TOTAL,502322813.6384014
arunachal-pradesh,2022,2,lepa rada district,TOTAL,118031124.67116562
arunachal-pradesh,2022,2,tawang district,TOTAL,494351396.8226247
arunachal-pradesh,2022,2,namsai district,TOTAL,293920909.24794424
arunachal-pradesh,2022,3,lower dibang valley district,TOTAL,273001216.6677967
arunachal-pradesh,2022,3,lower subansiri district,TOTAL,285712248.1429684
arunachal-pradesh,2022,3,longding district,TOTAL,154461013.00605297
arunachal-pradesh,2022,3,west siang district,TOTAL,395192937.9954808
arunachal-pradesh,2022,3,kamle district,TOTAL,40508790.17987645
arunachal-pradesh,2022,3,upper siang district,TOTAL,160298876.32394755
arunachal-pradesh,2022,3,tirap district,TOTAL,216482194.52850336
arunachal-pradesh,2022,3,papum pare district,TOTAL,3211809407.131925
arunachal-pradesh,2022,3,kurung kumey district,TOTAL,54808629.689540036
arunachal-pradesh,2022,3,anjaw district,TOTAL,104784905.2209255
arunachal-pradesh,2022,3,siang district,TOTAL,91702284.02541924
arunachal-pradesh,2022,3,lower siang district,TOTAL,85746020.38579762
arunachal-pradesh,2022,3,kra daadi district,TOTAL,59014513.91034414
arunachal-pradesh,2022,3,changlang district,TOTAL,492535245.0550784
arunachal-pradesh,2022,3,pakke kessang district,TOTAL,26095563.60834673
arunachal-pradesh,2022,3,dibang valley district,TOTAL,19490605.610856578
arunachal-pradesh,2022,3,west kameng district,TOTAL,945171308.1838298
arunachal-pradesh,2022,3,shi yomi district,TOTAL,31175974.40628878
arunachal-pradesh,2022,3,east siang district,TOTAL,594752976.4068052
arunachal-pradesh,2022,3,upper subansiri district,TOTAL,256409311.95083195
arunachal-pradesh,2022,3,east kameng district,TOTAL,166910810.4295592
arunachal-pradesh,2022,3,lohit district,TOTAL,461745616.9201143
arunachal-pradesh,2022,3,lepa rada district,TOTAL,105244758.5087227
arunachal-pradesh,2022,3,tawang district,TOTAL,514855579.7238326
arunachal-pradesh,2022,3,namsai district,TOTAL,277199997.0357646
arunachal-pradesh,2022,1,lower dibang valley district,TOTAL,235243185.52128848
arunachal-pradesh,2022,1,lower subansiri district,TOTAL,239825149.91154164
arunachal-pradesh,2022,1,longding district,TOTAL,138915391.14290744
arunachal-pradesh,2022,1,west siang district,TOTAL,315562272.5888671
arunachal-pradesh,2022,1,kamle district,TOTAL,39224415.796201825
arunachal-pradesh,2022,1,upper siang district,TOTAL,156487414.60212946
arunachal-pradesh,2022,1,tirap district,TOTAL,181768733.7198426
arunachal-pradesh,2022,1,papum pare district,TOTAL,2909248438.629796
arunachal-pradesh,2022,1,kurung kumey district,TOTAL,46127063.32319221
arunachal-pradesh,2022,1,anjaw district,TOTAL,70149358.0827275
arunachal-pradesh,2022,1,siang district,TOTAL,80549877.87323424
arunachal-pradesh,2022,1,lower siang district,TOTAL,80036191.45641762
arunachal-pradesh,2022,1,kra daadi district,TOTAL,54761962.54116271
arunachal-pradesh,2022,1,changlang district,TOTAL,490549428.7793704
arunachal-pradesh,2022,1,pakke kessang district,TOTAL,26463907.43466976
arunachal-pradesh,2022,1,dibang valley district,TOTAL,15694666.656907387
arunachal-pradesh,2022,1,west kameng district,TOTAL,705607894.004217
arunachal-pradesh,2022,1,shi yomi district,TOTAL,19772208.730185587
arunachal-pradesh,2022,1,east siang district,TOTAL,501600929.04419017
arunachal-pradesh,2022,1,upper subansiri district,TOTAL,250527144.28565046
arunachal-pradesh,2022,1,east kameng district,TOTAL,157804149.97029108
arunachal-pradesh,2022,1,lohit district,TOTAL,393361044.4830233
arunachal-pradesh,2022,1,lepa rada district,TOTAL,116144345.41984761
arunachal-pradesh,2022,1,tawang district,TOTAL,346661566.51465106
arunachal-pradesh,2022,1,namsai district,TOTAL,256004887.5750422
arunachal-pradesh,2018,4,lower dibang valley district,TOTAL,10951332.393937869
arunachal-pradesh,2018,4,lower subansiri district,TOTAL,8884930.591487257
arunachal-pradesh,2018,4,longding district,TOTAL,22545311.85089966
arunachal-pradesh,2018,4,west siang district,TOTAL,14013986.244825875
arunachal-pradesh,2018,4,kamle district,TOTAL,361497.05682825705
arunachal-pradesh,2018,4,upper siang district,TOTAL,2157332.9473089008
arunachal-pradesh,2018,4,tirap district,TOTAL,10811742.670586085
arunachal-pradesh,2018,4,papum pare district,TOTAL,154875448.20778143
arunachal-pradesh,2018,4,kurung kumey district,TOTAL,759686.7195777439
arunachal-pradesh,2018,4,anjaw district,TOTAL,495578.19942643447
arunachal-pradesh,2018,4,siang district,TOTAL,2176630.237443937
arunachal-pradesh,2018,4,lower siang district,TOTAL,4533291.201383284
arunachal-pradesh,2018,4,kra daadi district,TOTAL,3254327.442489025
arunachal-pradesh,2018,4,changlang district,TOTAL,32343047.413952358
arunachal-pradesh,2018,4,pakke kessang district,TOTAL,462143.5189972004
arunachal-pradesh,2018,4,dibang valley district,TOTAL,97205.28808666342
arunachal-pradesh,2018,4,west kameng district,TOTAL,89194886.84322134
arunachal-pradesh,2018,4,shi yomi district,TOTAL,42483.80153055695
arunachal-pradesh,2018,4,east siang district,TOTAL,34272134.344916776
arunachal-pradesh,2018,4,upper subansiri district,TOTAL,8771042.079749444
arunachal-pradesh,2018,4,east kameng district,TOTAL,5936855.710462087
arunachal-pradesh,2018,4,lohit district,TOTAL,40510521.949797615
arunachal-pradesh,2018,4,lepa rada district,TOTAL,3023578.1893019043
arunachal-pradesh,2018,4,tawang district,TOTAL,35921510.89403269
arunachal-pradesh,2018,4,namsai district,TOTAL,17643523.29373534
arunachal-pradesh,2018,2,lower dibang valley district,TOTAL,2561237.506207262
arunachal-pradesh,2018,2,lower subansiri district,TOTAL,4113742.04406352
arunachal-pradesh,2018,2,longding district,TOTAL,10271170.165521314
arunachal-pradesh,2018,2,west siang district,TOTAL,7610989.567485569
arunachal-pradesh,2018,2,kamle district,TOTAL,23654.058373191845
arunachal-pradesh,2018,2,upper siang district,TOTAL,494895.09277159756
arunachal-pradesh,2018,2,tirap district,TOTAL,3126393.7649546335
arunachal-pradesh,2018,2,papum pare district,TOTAL,66520931.20355793
arunachal-pradesh,2018,2,kurung kumey district,TOTAL,123737.2220411206
arunachal-pradesh,2018,2,anjaw district,TOTAL,7871.020814692305
arunachal-pradesh,2018,2,siang district,TOTAL,740232.6309634304
arunachal-pradesh,2018,2,lower siang district,TOTAL,2179451.657976534
arunachal-pradesh,2018,2,kra daadi district,TOTAL,987135.9959717204
arunachal-pradesh,2018,2,changlang district,TOTAL,13294258.50337311
arunachal-pradesh,2018,2,pakke kessang district,TOTAL,58359.57138935899
arunachal-pradesh,2018,2,dibang valley district,TOTAL,65769.2036735354
arunachal-pradesh,2018,2,west kameng district,TOTAL,25521321.34140157
arunachal-pradesh,2018,2,east siang district,TOTAL,15285584.202916935
arunachal-pradesh,2018,2,upper subansiri district,TOTAL,2911910.3689207276
arunachal-pradesh,2018,2,east kameng district,TOTAL,1825297.4617279815
arunachal-pradesh,2018,2,lohit district,TOTAL,20520618.881890118
arunachal-pradesh,2018,2,lepa rada district,TOTAL,731444.7370576829
arunachal-pradesh,2018,2,tawang district,TOTAL,13722374.811357912
arunachal-pradesh,2018,2,namsai district,TOTAL,6271811.327635023
arunachal-pradesh,2018,3,lower dibang valley district,TOTAL,6074558.207066888
arunachal-pradesh,2018,3,lower subansiri district,TOTAL,5154231.737357968
arunachal-pradesh,2018,3,longding district,TOTAL,18327334.050755527
arunachal-pradesh,2018,3,west siang district,TOTAL,12966152.792519316
arunachal-pradesh,2018,3,kamle district,TOTAL,30504.94301319112
arunachal-pradesh,2018,3,upper siang district,TOTAL,743956.1055720671
arunachal-pradesh,2018,3,tirap district,TOTAL,7479257.007852319
arunachal-pradesh,2018,3,papum pare district,TOTAL,101080479.2917223
arunachal-pradesh,2018,3,kurung kumey district,TOTAL,303027.4066451341
arunachal-pradesh,2018,3,anjaw district,TOTAL,95403.67678261214
arunachal-pradesh,2018,3,siang district,TOTAL,2141734.499956036
arunachal-pradesh,2018,3,lower siang district,TOTAL,3045590.882295873
arunachal-pradesh,2018,3,kra daadi district,TOTAL,1606758.4080739785
arunachal-pradesh,2018,3,changlang district,TOTAL,20494174.949715402
arunachal-pradesh,2018,3,pakke kessang district,TOTAL,305164.81707575504
arunachal-pradesh,2018,3,dibang valley district,TOTAL,196466.66696677107
arunachal-pradesh,2018,3,west kameng district,TOTAL,48528147.45054105
arunachal-pradesh,2018,3,east siang district,TOTAL,24885270.773230057
arunachal-pradesh,2018,3,upper subansiri district,TOTAL,4223297.613673143
arunachal-pradesh,2018,3,east kameng district,TOTAL,3132863.590645522
arunachal-pradesh,2018,3,lohit district,TOTAL,32702331.664437763
arunachal-pradesh,2018,3,lepa rada district,TOTAL,1777602.4370017413
arunachal-pradesh,2018,3,tawang district,TOTAL,25733824.994109266
arunachal-pradesh,2018,3,namsai district,TOTAL,10698272.774381302
arunachal-pradesh,2018,1,lower dibang valley district,TOTAL,1076236.814073793
arunachal-pradesh,2018,1,lower subansiri district,TOTAL,3650727.893614269
arunachal-pradesh,2018,1,longding district,TOTAL,4361531.578447229
arunachal-pradesh,2018,1,west siang district,TOTAL,4796675.565399804
arunachal-pradesh,2018,1,kamle district,TOTAL,7971.330494807651
arunachal-pradesh,2018,1,upper siang district,TOTAL,186610.66988095018
arunachal-pradesh,2018,1,tirap district,TOTAL,1064265.0002443574
arunachal-pradesh,2018,1,papum pare district,TOTAL,32555848.462331478
arunachal-pradesh,2018,1,kurung kumey district,TOTAL,99416.58027150274
arunachal-pradesh,2018,1,siang district,TOTAL,339471.80434222345
arunachal-pradesh,2018,1,lower siang district,TOTAL,2337960.7148240386
arunachal-pradesh,2018,1,kra daadi district,TOTAL,495375.1454853307
arunachal-pradesh,2018,1,changlang district,TOTAL,5380749.415278763
arunachal-pradesh,2018,1,pakke kessang district,TOTAL,9131.404205737199
arunachal-pradesh,2018,1,dibang valley district,TOTAL,169.88856537681642
arunachal-pradesh,2018,1,west kameng district,TOTAL,9540632.547015157
arunachal-pradesh,2018,1,east siang district,TOTAL,5533620.186295529
arunachal-pradesh,2018,1,upper subansiri district,TOTAL,1358367.5018580484
arunachal-pradesh,2018,1,east kameng district,TOTAL,473824.76595106337
arunachal-pradesh,2018,1,lohit district,TOTAL,11496949.54576835
arunachal-pradesh,2018,1,lepa rada district,TOTAL,403149.46702687367
arunachal-pradesh,2018,1,tawang district,TOTAL,5055665.022950603
arunachal-pradesh,2018,1,namsai district,TOTAL,2162984.705083958
arunachal-pradesh,2020,4,lower dibang valley district,TOTAL,81929299.56817816
arunachal-pradesh,2020,4,lower subansiri district,TOTAL,97681186.89595497
arunachal-pradesh,2020,4,longding district,TOTAL,74890543.91561158
arunachal-pradesh,2020,4,west siang district,TOTAL,125118193.0493962
arunachal-pradesh,2020,4,kamle district,TOTAL,10000596.409396999
arunachal-pradesh,2020,4,upper siang district,TOTAL,78146755.88828371
arunachal-pradesh,2020,4,tirap district,TOTAL,104709589.6601958
arunachal-pradesh,2020,4,papum pare district,TOTAL,1205917753.7046227
arunachal-pradesh,2020,4,kurung kumey district,TOTAL,17134470.4444281
arunachal-pradesh,2020,4,anjaw district,TOTAL,49318880.51759694
arunachal-pradesh,2020,4,siang district,TOTAL,32619173.238261122
arunachal-pradesh,2020,4,lower siang district,TOTAL,33891568.64514145
arunachal-pradesh,2020,4,kra daadi district,TOTAL,30458774.811469436
arunachal-pradesh,2020,4,changlang district,TOTAL,204367875.07299304
arunachal-pradesh,2020,4,pakke kessang district,TOTAL,7503555.503947843
arunachal-pradesh,2020,4,dibang valley district,TOTAL,6749773.196253154
arunachal-pradesh,2020,4,west kameng district,TOTAL,390436113.7366377
arunachal-pradesh,2020,4,shi yomi district,TOTAL,6627025.636333689
arunachal-pradesh,2020,4,east siang district,TOTAL,250515095.18896666
arunachal-pradesh,2020,4,upper subansiri district,TOTAL,109405900.7987589
arunachal-pradesh,2020,4,east kameng district,TOTAL,64104581.33887266
arunachal-pradesh,2020,4,lohit district,TOTAL,196997836.79933694
arunachal-pradesh,2020,4,lepa rada district,TOTAL,39340491.723573
arunachal-pradesh,2020,4,tawang district,TOTAL,240482254.58453605
arunachal-pradesh,2020,4,namsai district,TOTAL,111916731.51687588
arunachal-pradesh,2020,2,lower dibang valley district,TOTAL,42360072.526896134
arunachal-pradesh,2020,2,lower subansiri district,TOTAL,46133123.517396785
arunachal-pradesh,2020,2,longding district,TOTAL,54678022.50234371
arunachal-pradesh,2020,2,west siang district,TOTAL,72790231.05472675
arunachal-pradesh,2020,2,kamle district,TOTAL,4126243.0778709752
arunachal-pradesh,2020,2,upper siang district,TOTAL,28048492.10512026
arunachal-pradesh,2020,2,tirap district,TOTAL,63497030.840810165
arunachal-pradesh,2020,2,papum pare district,TOTAL,535085907.34048563
arunachal-pradesh,2020,2,kurung kumey district,TOTAL,11359743.457053192
arunachal-pradesh,2020,2,anjaw district,TOTAL,18795023.531477228
arunachal-pradesh,2020,2,siang district,TOTAL,18585670.46796793
arunachal-pradesh,2020,2,lower siang district,TOTAL,23571085.32253689
arunachal-pradesh,2020,2,kra daadi district,TOTAL,15730996.227462547
arunachal-pradesh,2020,2,changlang district,TOTAL,128572447.99797386
arunachal-pradesh,2020,2,pakke kessang district,TOTAL,4635272.064395212
arunachal-pradesh,2020,2,dibang valley district,TOTAL,2559724.8369189673
arunachal-pradesh,2020,2,west kameng district,TOTAL,251395972.22505817
arunachal-pradesh,2020,2,shi yomi district,TOTAL,1222863.4358782358
arunachal-pradesh,2020,2,east siang district,TOTAL,112693868.8099896
arunachal-pradesh,2020,2,upper subansiri district,TOTAL,43140688.970285244
arunachal-pradesh,2020,2,east kameng district,TOTAL,40506284.272980645
arunachal-pradesh,2020,2,lohit district,TOTAL,114730675.47714493
arunachal-pradesh,2020,2,lepa rada district,TOTAL,16064862.366431037
arunachal-pradesh,2020,2,tawang district,TOTAL,121561732.24171817
arunachal-pradesh,2020,2,namsai district,TOTAL,54870798.31404532
arunachal-pradesh,2020,3,lower dibang valley district,TOTAL,63469161.328603886
arunachal-pradesh,2020,3,lower subansiri district,TOTAL,59707234.22223007
arunachal-pradesh,2020,3,longding district,TOTAL,63273209.984560445
arunachal-pradesh,2020,3,west siang district,TOTAL,92449732.96070345
arunachal-pradesh,2020,3,kamle district,TOTAL,5300885.9328534985
arunachal-pradesh,2020,3,upper siang district,TOTAL,40210852.98915006
arunachal-pradesh,2020,3,tirap district,TOTAL,81539831.5295825
arunachal-pradesh,2020,3,papum pare district,TOTAL,859373863.7202578
arunachal-pradesh,2020,3,kurung kumey district,TOTAL,13864822.733226534
arunachal-pradesh,2020,3,anjaw district,TOTAL,31524690.460289024
arunachal-pradesh,2020,3,siang district,TOTAL,21236201.531454768
arunachal-pradesh,2020,3,lower siang district,TOTAL,28754627.349573277
arunachal-pradesh,2020,3,kra daadi district,TOTAL,16181045.612635879
arunachal-pradesh,2020,3,changlang district,TOTAL,159158438.92541084
arunachal-pradesh,2020,3,pakke kessang district,TOTAL,6301715.335375749
arunachal-pradesh,2020,3,dibang valley district,TOTAL,3061207.2925078664
arunachal-pradesh,2020,3,west kameng district,TOTAL,332812237.8096209
arunachal-pradesh,2020,3,shi yomi district,TOTAL,3410288.130911609
arunachal-pradesh,2020,3,east siang district,TOTAL,176323789.94437826
arunachal-pradesh,2020,3,upper subansiri district,TOTAL,70811197.57521853
arunachal-pradesh,2020,3,east kameng district,TOTAL,43881134.37096395
arunachal-pradesh,2020,3,lohit district,TOTAL,156523653.1864311
arunachal-pradesh,2020,3,lepa rada district,TOTAL,22146313.373236045
arunachal-pradesh,2020,3,tawang district,TOTAL,182137862.72423625
arunachal-pradesh,2020,3,namsai district,TOTAL,76484566.53480485
arunachal-pradesh,2020,1,lower dibang valley district,TOTAL,29552510.9414332
arunachal-pradesh,2020,1,lower subansiri district,TOTAL,34273250.7179902
arunachal-pradesh,2020,1,longding district,TOTAL,35267439.983279385
arunachal-pradesh,2020,1,west siang district,TOTAL,47929440.73153875
arunachal-pradesh,2020,1,kamle district,TOTAL,3418975.8263023924
arunachal-pradesh,2020,1,upper siang district,TOTAL,17820679.64619372
arunachal-pradesh,2020,1,tirap district,TOTAL,40877851.79372531
arunachal-pradesh,2020,1,papum pare district,TOTAL,457430754.1595316
arunachal-pradesh,2020,1,kurung kumey district,TOTAL,5942677.061635139
arunachal-pradesh,2020,1,anjaw district,TOTAL,12808735.858744403
arunachal-pradesh,2020,1,siang district,TOTAL,11962344.13711079
arunachal-pradesh,2020,1,lower siang district,TOTAL,15520255.403975137
arunachal-pradesh,2020,1,kra daadi district,TOTAL,10045462.795181293
arunachal-pradesh,2020,1,changlang district,TOTAL,93461363.58699805
arunachal-pradesh,2020,1,pakke kessang district,TOTAL,3425821.315796173
arunachal-pradesh,2020,1,dibang valley district,TOTAL,878784.5955219769
arunachal-pradesh,2020,1,west kameng district,TOTAL,198712422.2374845
arunachal-pradesh,2020,1,shi yomi district,TOTAL,566189.9936512378
arunachal-pradesh,2020,1,east siang district,TOTAL,82011539.42531273
arunachal-pradesh,2020,1,upper subansiri district,TOTAL,33686711.81345673
arunachal-pradesh,2020,1,east kameng district,TOTAL,20456070.89377439
arunachal-pradesh,2020,1,lohit district,TOTAL,83701268.27182505
arunachal-pradesh,2020,1,lepa rada district,TOTAL,11137993.767266009
arunachal-pradesh,2020,1,tawang district,TOTAL,84425193.41571434
arunachal-pradesh,2020,1,namsai district,TOTAL,46444942.9567038
arunachal-pradesh,2021,4,lower dibang valley district,TOTAL,174980099.83925235
arunachal-pradesh,2021,4,lower subansiri district,TOTAL,199366119.13556093
arunachal-pradesh,2021,4,longding district,TOTAL,125754642.94209707
arunachal-pradesh,2021,4,west siang district,TOTAL,267978346.9418527
arunachal-pradesh,2021,4,kamle district,TOTAL,31862943.48592616
arunachal-pradesh,2021,4,upper siang district,TOTAL,155266317.84142125
arunachal-pradesh,2021,4,tirap district,TOTAL,172835892.68512428
arunachal-pradesh,2021,4,papum pare district,TOTAL,2435796597.1781564
