States,Transaction_Year,Quarters,District,Transaction_Type,Transaction_Count
madhya-pradesh,2018,1,singrauli district,TOTAL,180771690.58508784
madhya-pradesh,2018,1,betul district,TOTAL,120159354.6142154
madhya-pradesh,2018,1,sidhi district,TOTAL,79354632.01562992
madhya-pradesh,2018,1,datia district,TOTAL,30601928.396779343
madhya-pradesh,2018,1,dewas district,TOTAL,204604018.77963144
madhya-pradesh,2018,1,sheopur district,TOTAL,23353770.837954573
madhya-pradesh,2018,1,neemuch district,TOTAL,64779675.82075251
madhya-pradesh,2018,1,raisen district,TOTAL,124143402.5560421
madhya-pradesh,2018,1,mandsaur district,TOTAL,82585094.000837
madhya-pradesh,2018,1,barwani district,TOTAL,42701906.924564995
madhya-pradesh,2018,1,katni district,TOTAL,54955544.75398399
madhya-pradesh,2018,1,dindori district,TOTAL,20882302.025467403
madhya-pradesh,2018,1,shivpuri district,TOTAL,59453330.49424065
madhya-pradesh,2018,1,gwalior district,TOTAL,437805408.20386726
madhya-pradesh,2018,1,anuppur district,TOTAL,53676545.83744537
madhya-pradesh,2018,1,agar malwa district,TOTAL,90606925.9503863
madhya-pradesh,2018,1,ashoknagar district,TOTAL,37659899.30267913
madhya-pradesh,2018,1,sagar district,TOTAL,158907811.38195506
madhya-pradesh,2018,1,niwari district,TOTAL,12106652.783882208
madhya-pradesh,2018,1,rewa district,TOTAL,249549304.77768272
madhya-pradesh,2018,1,shajapur district,TOTAL,96403911.7122278
madhya-pradesh,2018,1,ujjain district,TOTAL,258084907.5951738
madhya-pradesh,2018,1,bhind district,TOTAL,79340297.0941518
madhya-pradesh,2018,1,tikamgarh district,TOTAL,47488844.27677544
madhya-pradesh,2018,1,seoni district,TOTAL,68746483.32036975
madhya-pradesh,2018,1,harda district,TOTAL,50800702.05670587
madhya-pradesh,2018,1,burhanpur district,TOTAL,33868567.81292613
madhya-pradesh,2018,1,damoh district,TOTAL,52032411.78231111
madhya-pradesh,2018,1,bhopal district,TOTAL,1905473874.832672
madhya-pradesh,2018,1,jhabua district,TOTAL,23988491.443421148
madhya-pradesh,2018,1,dhar district,TOTAL,206440756.11008483
madhya-pradesh,2018,1,guna district,TOTAL,81652639.69518772
madhya-pradesh,2018,1,east nimar district,TOTAL,82356693.06047082
madhya-pradesh,2018,1,chhindwara district,TOTAL,137580364.62210193
madhya-pradesh,2018,1,umaria district,TOTAL,31995694.237235516
madhya-pradesh,2018,1,mandla district,TOTAL,37490484.59254223
madhya-pradesh,2018,1,indore district,TOTAL,1455149304.9952686
madhya-pradesh,2018,1,shahdol district,TOTAL,84881495.14477745
madhya-pradesh,2018,1,ratlam district,TOTAL,147489689.59998304
madhya-pradesh,2018,1,panna district,TOTAL,27325866.56663143
madhya-pradesh,2018,1,chhatarpur district,TOTAL,74380804.92252028
madhya-pradesh,2020,4,morena district,TOTAL,3953477371.0844607
madhya-pradesh,2020,4,alirajpur district,TOTAL,424965978.9104811
madhya-pradesh,2020,4,sehore district,TOTAL,6071266571.198605
madhya-pradesh,2020,4,rajgarh district,TOTAL,4772213369.075053
madhya-pradesh,2020,4,khargone district,TOTAL,4494479655.685021
madhya-pradesh,2020,4,satna district,TOTAL,4730850081.038763
madhya-pradesh,2020,4,narsinghpur district,TOTAL,3012480790.481521
madhya-pradesh,2020,4,jabalpur district,TOTAL,9769636688.245636
madhya-pradesh,2020,4,hoshangabad district,TOTAL,3611030904.960101
madhya-pradesh,2020,4,vidisha district,TOTAL,3935091664.6853313
madhya-pradesh,2020,4,balaghat district,TOTAL,4327237253.639404
madhya-pradesh,2020,4,singrauli district,TOTAL,4532106287.064731
madhya-pradesh,2020,4,betul district,TOTAL,4155886908.7823052
madhya-pradesh,2020,4,sidhi district,TOTAL,2364979330.568928
madhya-pradesh,2020,4,datia district,TOTAL,1444388557.2025342
madhya-pradesh,2020,4,dewas district,TOTAL,6453013619.067839
madhya-pradesh,2020,4,sheopur district,TOTAL,952730306.344766
madhya-pradesh,2020,4,neemuch district,TOTAL,2294476553.4443235
madhya-pradesh,2020,4,raisen district,TOTAL,3795545559.4399776
madhya-pradesh,2020,4,mandsaur district,TOTAL,3599293908.404353
madhya-pradesh,2020,4,barwani district,TOTAL,1900039062.7421885
madhya-pradesh,2020,4,katni district,TOTAL,2477741226.3747687
madhya-pradesh,2020,4,dindori district,TOTAL,1044878188.248591
madhya-pradesh,2020,4,shivpuri district,TOTAL,3314285091.4967794
madhya-pradesh,2020,4,gwalior district,TOTAL,12129267094.949297
madhya-pradesh,2020,4,anuppur district,TOTAL,1811583633.9311845
madhya-pradesh,2020,4,agar malwa district,TOTAL,1634982482.057491
madhya-pradesh,2020,4,ashoknagar district,TOTAL,1488084429.997281
madhya-pradesh,2020,4,sagar district,TOTAL,5341735254.358236
madhya-pradesh,2020,4,niwari district,TOTAL,587169247.896822
madhya-pradesh,2020,4,rewa district,TOTAL,6440539078.097477
madhya-pradesh,2020,4,shajapur district,TOTAL,3122785610.328477
madhya-pradesh,2020,4,ujjain district,TOTAL,7849328204.967745
madhya-pradesh,2020,4,bhind district,TOTAL,3148511019.9693475
madhya-pradesh,2020,4,tikamgarh district,TOTAL,1420798584.005221
madhya-pradesh,2020,4,seoni district,TOTAL,3105941827.2872486
madhya-pradesh,2020,4,harda district,TOTAL,1358337158.1672018
madhya-pradesh,2020,4,burhanpur district,TOTAL,1468116825.198771
madhya-pradesh,2020,4,damoh district,TOTAL,1648755982.6143954
madhya-pradesh,2020,4,bhopal district,TOTAL,67905952477.88091
madhya-pradesh,2020,4,jhabua district,TOTAL,1047606013.2590923
madhya-pradesh,2020,4,dhar district,TOTAL,6450900581.257767
madhya-pradesh,2020,4,guna district,TOTAL,3557970760.124153
madhya-pradesh,2020,4,east nimar district,TOTAL,2763633316.014061
madhya-pradesh,2020,4,chhindwara district,TOTAL,5890642613.695305
madhya-pradesh,2020,4,umaria district,TOTAL,1162284635.422002
madhya-pradesh,2020,4,mandla district,TOTAL,1577936333.7968326
madhya-pradesh,2020,4,indore district,TOTAL,42359214660.836296
madhya-pradesh,2020,4,shahdol district,TOTAL,2800510419.8428364
madhya-pradesh,2020,4,ratlam district,TOTAL,4568608001.31349
madhya-pradesh,2020,4,panna district,TOTAL,1391244910.903994
madhya-pradesh,2020,4,chhatarpur district,TOTAL,2810603686.0107274
madhya-pradesh,2020,2,morena district,TOTAL,2004598751.5638103
madhya-pradesh,2020,2,alirajpur district,TOTAL,263806138.89906
madhya-pradesh,2020,2,sehore district,TOTAL,3502556848.342663
madhya-pradesh,2020,2,rajgarh district,TOTAL,3068680022.4190836
madhya-pradesh,2020,2,khargone district,TOTAL,2348687630.9505987
madhya-pradesh,2020,2,satna district,TOTAL,2299659062.996543
madhya-pradesh,2020,2,narsinghpur district,TOTAL,1747257364.1219687
madhya-pradesh,2020,2,jabalpur district,TOTAL,4127023650.0580335
madhya-pradesh,2020,2,hoshangabad district,TOTAL,1911483431.6098528
madhya-pradesh,2020,2,vidisha district,TOTAL,2114809476.4918907
madhya-pradesh,2020,2,balaghat district,TOTAL,2249262810.331126
madhya-pradesh,2020,2,singrauli district,TOTAL,2418071609.3089905
madhya-pradesh,2020,2,betul district,TOTAL,2035034813.1244156
madhya-pradesh,2020,2,sidhi district,TOTAL,1251703559.0171533
madhya-pradesh,2020,2,datia district,TOTAL,814911322.7150948
madhya-pradesh,2020,2,dewas district,TOTAL,3316587068.9901175
madhya-pradesh,2020,2,sheopur district,TOTAL,632810944.0852447
madhya-pradesh,2020,2,neemuch district,TOTAL,1070993929.1466343
madhya-pradesh,2020,2,raisen district,TOTAL,2158327798.903433
madhya-pradesh,2020,2,mandsaur district,TOTAL,1894387003.6147099
madhya-pradesh,2020,2,barwani district,TOTAL,917979409.5245919
madhya-pradesh,2020,2,katni district,TOTAL,1227357562.792697
madhya-pradesh,2020,2,dindori district,TOTAL,642902838.0419433
madhya-pradesh,2020,2,shivpuri district,TOTAL,1802939903.2152252
madhya-pradesh,2020,2,gwalior district,TOTAL,4775816368.953523
madhya-pradesh,2020,2,anuppur district,TOTAL,980195492.1188455
madhya-pradesh,2020,2,agar malwa district,TOTAL,1029333871.0899696
madhya-pradesh,2020,2,ashoknagar district,TOTAL,915854462.0085747
madhya-pradesh,2020,2,sagar district,TOTAL,2989078262.6091557
madhya-pradesh,2020,2,niwari district,TOTAL,323550911.7835422
madhya-pradesh,2020,2,rewa district,TOTAL,3929625254.5108595
madhya-pradesh,2020,2,shajapur district,TOTAL,2009109363.1431725
madhya-pradesh,2020,2,ujjain district,TOTAL,3502234253.7629013
madhya-pradesh,2020,2,bhind district,TOTAL,1567302614.122136
madhya-pradesh,2020,2,tikamgarh district,TOTAL,870779989.0139148
madhya-pradesh,2020,2,seoni district,TOTAL,1876111768.6759331
madhya-pradesh,2020,2,harda district,TOTAL,923750328.2977577
madhya-pradesh,2020,2,burhanpur district,TOTAL,721369190.5894086
madhya-pradesh,2020,2,damoh district,TOTAL,957636734.1200182
madhya-pradesh,2020,2,bhopal district,TOTAL,27679446324.45678
madhya-pradesh,2020,2,jhabua district,TOTAL,610389566.3608975
madhya-pradesh,2020,2,dhar district,TOTAL,2906918483.5859733
madhya-pradesh,2020,2,guna district,TOTAL,2035955767.9419765
madhya-pradesh,2020,2,east nimar district,TOTAL,1549743255.6353426
madhya-pradesh,2020,2,chhindwara district,TOTAL,3543387312.8824368
madhya-pradesh,2020,2,umaria district,TOTAL,646825289.7004355
madhya-pradesh,2020,2,mandla district,TOTAL,850370429.2975839
madhya-pradesh,2020,2,indore district,TOTAL,28685653051.73161
madhya-pradesh,2020,2,shahdol district,TOTAL,1542516881.0136995
madhya-pradesh,2020,2,ratlam district,TOTAL,2377066090.0951204
madhya-pradesh,2020,2,panna district,TOTAL,812220357.4162296
madhya-pradesh,2020,2,chhatarpur district,TOTAL,1487940663.8813524
madhya-pradesh,2020,3,morena district,TOTAL,2513158393.7834206
madhya-pradesh,2020,3,alirajpur district,TOTAL,315733167.6023681
madhya-pradesh,2020,3,sehore district,TOTAL,4197137117.0135603
madhya-pradesh,2020,3,rajgarh district,TOTAL,3377561392.8752184
madhya-pradesh,2020,3,khargone district,TOTAL,3022308238.455488
madhya-pradesh,2020,3,satna district,TOTAL,2978185557.314616
madhya-pradesh,2020,3,narsinghpur district,TOTAL,1966793014.8668842
madhya-pradesh,2020,3,jabalpur district,TOTAL,6733555697.65695
madhya-pradesh,2020,3,hoshangabad district,TOTAL,2338006892.4798374
madhya-pradesh,2020,3,vidisha district,TOTAL,2699925269.6631885
madhya-pradesh,2020,3,balaghat district,TOTAL,2772263232.7115154
madhya-pradesh,2020,3,singrauli district,TOTAL,3159908500.4134684
madhya-pradesh,2020,3,betul district,TOTAL,2736945398.3651123
madhya-pradesh,2020,3,sidhi district,TOTAL,1582656775.540965
madhya-pradesh,2020,3,datia district,TOTAL,971355519.2469969
madhya-pradesh,2020,3,dewas district,TOTAL,4394184455.067969
madhya-pradesh,2020,3,sheopur district,TOTAL,657392233.1006646
madhya-pradesh,2020,3,neemuch district,TOTAL,1532695172.0352588
madhya-pradesh,2020,3,raisen district,TOTAL,2628295544.8023915
madhya-pradesh,2020,3,mandsaur district,TOTAL,2435251645.050977
madhya-pradesh,2020,3,barwani district,TOTAL,1216096421.4877262
madhya-pradesh,2020,3,katni district,TOTAL,1601344230.3695135
madhya-pradesh,2020,3,dindori district,TOTAL,759222383.9067988
madhya-pradesh,2020,3,shivpuri district,TOTAL,2176411286.46308
madhya-pradesh,2020,3,gwalior district,TOTAL,7817520356.40003
madhya-pradesh,2020,3,anuppur district,TOTAL,1208285677.2640462
madhya-pradesh,2020,3,agar malwa district,TOTAL,1136830442.3464022
madhya-pradesh,2020,3,ashoknagar district,TOTAL,1045446572.5930719
madhya-pradesh,2020,3,sagar district,TOTAL,3708622884.307446
madhya-pradesh,2020,3,niwari district,TOTAL,392982412.9041935
madhya-pradesh,2020,3,rewa district,TOTAL,3959365505.5119104
madhya-pradesh,2020,3,shajapur district,TOTAL,2192556605.5590897
madhya-pradesh,2020,3,ujjain district,TOTAL,5297389626.97533
madhya-pradesh,2020,3,bhind district,TOTAL,2048190964.4234414
madhya-pradesh,2020,3,tikamgarh district,TOTAL,959433739.9285225
madhya-pradesh,2020,3,seoni district,TOTAL,2089162276.3583918
madhya-pradesh,2020,3,harda district,TOTAL,931935805.3629215
madhya-pradesh,2020,3,burhanpur district,TOTAL,1021350623.0124195
madhya-pradesh,2020,3,damoh district,TOTAL,1143180966.9786525
madhya-pradesh,2020,3,bhopal district,TOTAL,57525605025.512215
madhya-pradesh,2020,3,jhabua district,TOTAL,726655151.9990163
madhya-pradesh,2020,3,dhar district,TOTAL,4260243322.8625326
madhya-pradesh,2020,3,guna district,TOTAL,2443104469.436231
madhya-pradesh,2020,3,east nimar district,TOTAL,1837941946.6685963
madhya-pradesh,2020,3,chhindwara district,TOTAL,3726188140.6403146
madhya-pradesh,2020,3,umaria district,TOTAL,769775751.4985476
madhya-pradesh,2020,3,mandla district,TOTAL,1031317389.1257836
madhya-pradesh,2020,3,indore district,TOTAL,31851463020.761208
madhya-pradesh,2020,3,shahdol district,TOTAL,1856954171.3874404
madhya-pradesh,2020,3,ratlam district,TOTAL,3061414644.969604
madhya-pradesh,2020,3,panna district,TOTAL,957142671.47175
madhya-pradesh,2020,3,chhatarpur district,TOTAL,1935232278.0025325
madhya-pradesh,2020,1,morena district,TOTAL,1487773913.3226943
madhya-pradesh,2020,1,alirajpur district,TOTAL,139222795.20558116
madhya-pradesh,2020,1,sehore district,TOTAL,2672516076.599974
madhya-pradesh,2020,1,rajgarh district,TOTAL,1931180320.955352
madhya-pradesh,2020,1,khargone district,TOTAL,1574505862.423655
madhya-pradesh,2020,1,satna district,TOTAL,1784631427.1661167
madhya-pradesh,2020,1,narsinghpur district,TOTAL,1184472226.2186055
madhya-pradesh,2020,1,jabalpur district,TOTAL,5963024021.3977585
madhya-pradesh,2020,1,hoshangabad district,TOTAL,1373162855.0037787
madhya-pradesh,2020,1,vidisha district,TOTAL,1432345729.8413827
madhya-pradesh,2020,1,balaghat district,TOTAL,1537219792.9224663
madhya-pradesh,2020,1,singrauli district,TOTAL,1813855141.3835425
madhya-pradesh,2020,1,betul district,TOTAL,1505930532.973516
madhya-pradesh,2020,1,sidhi district,TOTAL,920320721.1366475
madhya-pradesh,2020,1,datia district,TOTAL,526142245.71179307
madhya-pradesh,2020,1,dewas district,TOTAL,2464387871.393967
madhya-pradesh,2020,1,sheopur district,TOTAL,352706798.3802645
madhya-pradesh,2020,1,neemuch district,TOTAL,886080840.6231391
madhya-pradesh,2020,1,raisen district,TOTAL,1549085424.333671
madhya-pradesh,2020,1,mandsaur district,TOTAL,1375833119.4837801
madhya-pradesh,2020,1,barwani district,TOTAL,604870938.0003757
madhya-pradesh,2020,1,katni district,TOTAL,943799882.3973982
madhya-pradesh,2020,1,dindori district,TOTAL,396788718.2048433
madhya-pradesh,2020,1,shivpuri district,TOTAL,1103063094.0643337
madhya-pradesh,2020,1,gwalior district,TOTAL,4742983278.610157
madhya-pradesh,2020,1,anuppur district,TOTAL,724569321.1941388
madhya-pradesh,2020,1,agar malwa district,TOTAL,625620488.0107846
madhya-pradesh,2020,1,ashoknagar district,TOTAL,528607935.5618244
madhya-pradesh,2020,1,sagar district,TOTAL,2082416999.9919271
madhya-pradesh,2020,1,niwari district,TOTAL,217310730.4519447
madhya-pradesh,2020,1,rewa district,TOTAL,2622020903.5922184
madhya-pradesh,2020,1,shajapur district,TOTAL,1213374763.6922693
madhya-pradesh,2020,1,ujjain district,TOTAL,2984071094.5180407
madhya-pradesh,2020,1,bhind district,TOTAL,1134766386.7772534
madhya-pradesh,2020,1,tikamgarh district,TOTAL,526334043.8341253
madhya-pradesh,2020,1,seoni district,TOTAL,1242759290.232771
madhya-pradesh,2020,1,harda district,TOTAL,488993407.85521567
madhya-pradesh,2020,1,burhanpur district,TOTAL,470435916.82675624
madhya-pradesh,2020,1,damoh district,TOTAL,643762443.1742475
madhya-pradesh,2020,1,bhopal district,TOTAL,26955303213.752167
madhya-pradesh,2020,1,jhabua district,TOTAL,335602062.4116914
madhya-pradesh,2020,1,dhar district,TOTAL,2336164021.151242
madhya-pradesh,2020,1,guna district,TOTAL,1318350475.4830964
madhya-pradesh,2020,1,east nimar district,TOTAL,985252866.00711
madhya-pradesh,2020,1,chhindwara district,TOTAL,2660677487.577834
madhya-pradesh,2020,1,umaria district,TOTAL,456166379.53994095
madhya-pradesh,2020,1,mandla district,TOTAL,557993549.7228283
madhya-pradesh,2020,1,indore district,TOTAL,30491290764.19948
madhya-pradesh,2020,1,shahdol district,TOTAL,1534787163.9351387
madhya-pradesh,2020,1,ratlam district,TOTAL,1772832178.3580215
madhya-pradesh,2020,1,panna district,TOTAL,502772844.44764346
madhya-pradesh,2020,1,chhatarpur district,TOTAL,1059141076.1447953
madhya-pradesh,2021,4,morena district,TOTAL,8161920390.34097
madhya-pradesh,2021,4,alirajpur district,TOTAL,1097069368.2554018
madhya-pradesh,2021,4,sehore district,TOTAL,10809509304.104813
madhya-pradesh,2021,4,rajgarh district,TOTAL,10698887270.455854
madhya-pradesh,2021,4,khargone district,TOTAL,9607110801.106825
madhya-pradesh,2021,4,satna district,TOTAL,9608260177.472307
madhya-pradesh,2021,4,narsinghpur district,TOTAL,5586877149.279158
madhya-pradesh,2021,4,jabalpur district,TOTAL,20920967750.048428
madhya-pradesh,2021,4,hoshangabad district,TOTAL,7212062660.434594
madhya-pradesh,2021,4,vidisha district,TOTAL,7104046806.814299
madhya-pradesh,2021,4,balaghat district,TOTAL,8230285934.994757
madhya-pradesh,2021,4,singrauli district,TOTAL,8571068342.329523
madhya-pradesh,2021,4,betul district,TOTAL,7746768750.99579
madhya-pradesh,2021,4,sidhi district,TOTAL,4853524424.052965
madhya-pradesh,2021,4,datia district,TOTAL,2916910531.794767
madhya-pradesh,2021,4,dewas district,TOTAL,13007477185.675835
madhya-pradesh,2021,4,sheopur district,TOTAL,2118865209.249231
madhya-pradesh,2021,4,neemuch district,TOTAL,5212505514.716237
madhya-pradesh,2021,4,raisen district,TOTAL,7495214245.35038
madhya-pradesh,2021,4,mandsaur district,TOTAL,8304681268.305336
madhya-pradesh,2021,4,barwani district,TOTAL,4810801435.685824
madhya-pradesh,2021,4,katni district,TOTAL,5480440628.944631
madhya-pradesh,2021,4,dindori district,TOTAL,1890051577.6670372
madhya-pradesh,2021,4,shivpuri district,TOTAL,7568666954.420719
madhya-pradesh,2021,4,gwalior district,TOTAL,25012279408.267742
madhya-pradesh,2021,4,anuppur district,TOTAL,3206018786.2806416
madhya-pradesh,2021,4,agar malwa district,TOTAL,3809022940.1006765
madhya-pradesh,2021,4,ashoknagar district,TOTAL,3267926297.0741363
madhya-pradesh,2021,4,sagar district,TOTAL,10789842580.776001
madhya-pradesh,2021,4,niwari district,TOTAL,1197608329.2297316
madhya-pradesh,2021,4,rewa district,TOTAL,12315058116.409243
madhya-pradesh,2021,4,shajapur district,TOTAL,6330602069.012556
madhya-pradesh,2021,4,ujjain district,TOTAL,16998154949.07095
madhya-pradesh,2021,4,bhind district,TOTAL,6047697024.794492
madhya-pradesh,2021,4,tikamgarh district,TOTAL,3028439418.448248
madhya-pradesh,2021,4,seoni district,TOTAL,6441935673.166822
madhya-pradesh,2021,4,harda district,TOTAL,3025411186.413455
madhya-pradesh,2021,4,burhanpur district,TOTAL,3462220827.2429295
madhya-pradesh,2021,4,damoh district,TOTAL,3520991600.5895605
madhya-pradesh,2021,4,bhopal district,TOTAL,190196223229.17587
madhya-pradesh,2021,4,jhabua district,TOTAL,2807693750.3535185
madhya-pradesh,2021,4,dhar district,TOTAL,14454487270.115355
madhya-pradesh,2021,4,guna district,TOTAL,7498880363.30854
madhya-pradesh,2021,4,east nimar district,TOTAL,5993739803.201769
madhya-pradesh,2021,4,chhindwara district,TOTAL,11185696130.666462
madhya-pradesh,2021,4,umaria district,TOTAL,2278425751.5575695
madhya-pradesh,2021,4,mandla district,TOTAL,3242362406.5982113
madhya-pradesh,2021,4,indore district,TOTAL,107685836352.74806
madhya-pradesh,2021,4,shahdol district,TOTAL,5504205891.767881
madhya-pradesh,2021,4,ratlam district,TOTAL,9709336936.032011
madhya-pradesh,2021,4,panna district,TOTAL,2815048065.3552876
madhya-pradesh,2021,4,chhatarpur district,TOTAL,6048373564.2584915
madhya-pradesh,2021,2,morena district,TOTAL,5471936992.439699
madhya-pradesh,2021,2,alirajpur district,TOTAL,789494451.9712551
madhya-pradesh,2021,2,sehore district,TOTAL,7779826903.455323
madhya-pradesh,2021,2,rajgarh district,TOTAL,7622592229.322117
madhya-pradesh,2021,2,khargone district,TOTAL,6344132532.300082
madhya-pradesh,2021,2,satna district,TOTAL,6595997323.027988
madhya-pradesh,2021,2,narsinghpur district,TOTAL,3989323922.9231024
madhya-pradesh,2021,2,jabalpur district,TOTAL,12879587251.083906
madhya-pradesh,2021,2,hoshangabad district,TOTAL,5124085752.314121
madhya-pradesh,2021,2,vidisha district,TOTAL,6172397703.696194
madhya-pradesh,2021,2,balaghat district,TOTAL,5854873523.380617
madhya-pradesh,2021,2,singrauli district,TOTAL,5447820052.838381
madhya-pradesh,2021,2,betul district,TOTAL,5192964519.8560095
madhya-pradesh,2021,2,sidhi district,TOTAL,3442541641.9027777
madhya-pradesh,2021,2,datia district,TOTAL,2030280649.48903
madhya-pradesh,2021,2,dewas district,TOTAL,8482648817.275978
madhya-pradesh,2021,2,sheopur district,TOTAL,1455672322.9169302
madhya-pradesh,2021,2,neemuch district,TOTAL,2946323814.211005
madhya-pradesh,2021,2,raisen district,TOTAL,5530806419.500374
madhya-pradesh,2021,2,mandsaur district,TOTAL,4866467550.907891
madhya-pradesh,2021,2,barwani district,TOTAL,2884332779.3154306
madhya-pradesh,2021,2,katni district,TOTAL,3464169343.490756
madhya-pradesh,2021,2,dindori district,TOTAL,1511466140.246748
madhya-pradesh,2021,2,shivpuri district,TOTAL,4908158568.955133
madhya-pradesh,2021,2,gwalior district,TOTAL,15466583871.368427
madhya-pradesh,2021,2,anuppur district,TOTAL,2337702544.040525
madhya-pradesh,2021,2,agar malwa district,TOTAL,2382536115.5125136
madhya-pradesh,2021,2,ashoknagar district,TOTAL,2445354252.609435
madhya-pradesh,2021,2,sagar district,TOTAL,7548955784.2791815
madhya-pradesh,2021,2,niwari district,TOTAL,764025684.1628389
madhya-pradesh,2021,2,rewa district,TOTAL,8211449728.951238
madhya-pradesh,2021,2,shajapur district,TOTAL,4515078777.196711
madhya-pradesh,2021,2,ujjain district,TOTAL,9676724764.226078
madhya-pradesh,2021,2,bhind district,TOTAL,4392948922.316403
madhya-pradesh,2021,2,tikamgarh district,TOTAL,2309862361.866748
madhya-pradesh,2021,2,seoni district,TOTAL,4585663549.528749
madhya-pradesh,2021,2,harda district,TOTAL,2426740999.152869
madhya-pradesh,2021,2,burhanpur district,TOTAL,2161598324.016423
madhya-pradesh,2021,2,damoh district,TOTAL,2419007346.0227733
madhya-pradesh,2021,2,bhopal district,TOTAL,127038866031.39793
madhya-pradesh,2021,2,jhabua district,TOTAL,1681131397.8228438
madhya-pradesh,2021,2,dhar district,TOTAL,9012726646.390882
madhya-pradesh,2021,2,guna district,TOTAL,5355657187.257114
madhya-pradesh,2021,2,east nimar district,TOTAL,3941324464.762269
madhya-pradesh,2021,2,chhindwara district,TOTAL,7484666557.941612
madhya-pradesh,2021,2,umaria district,TOTAL,1625485207.9485872
madhya-pradesh,2021,2,mandla district,TOTAL,2209589287.5198746
madhya-pradesh,2021,2,indore district,TOTAL,59026805792.650475
madhya-pradesh,2021,2,shahdol district,TOTAL,3815559117.63072
madhya-pradesh,2021,2,ratlam district,TOTAL,5685659163.113822
madhya-pradesh,2021,2,panna district,TOTAL,2165150098.0160775
madhya-pradesh,2021,2,chhatarpur district,TOTAL,4026012851.0907516
madhya-pradesh,2021,3,morena district,TOTAL,5913102281.242499
madhya-pradesh,2021,3,alirajpur district,TOTAL,866069975.6384856
madhya-pradesh,2021,3,sehore district,TOTAL,8629273157.345978
madhya-pradesh,2021,3,rajgarh district,TOTAL,8110477015.611726
madhya-pradesh,2021,3,khargone district,TOTAL,7653424067.128759
madhya-pradesh,2021,3,satna district,TOTAL,7099161854.480458
madhya-pradesh,2021,3,narsinghpur district,TOTAL,4381298516.588237
madhya-pradesh,2021,3,jabalpur district,TOTAL,16293034528.474735
madhya-pradesh,2021,3,hoshangabad district,TOTAL,5790861781.981935
madhya-pradesh,2021,3,vidisha district,TOTAL,5867670567.086285
madhya-pradesh,2021,3,balaghat district,TOTAL,6476841319.0100765
madhya-pradesh,2021,3,singrauli district,TOTAL,6621353481.4017935
madhya-pradesh,2021,3,betul district,TOTAL,6054678740.771477
madhya-pradesh,2021,3,sidhi district,TOTAL,3628172896.568713
madhya-pradesh,2021,3,datia district,TOTAL,2200901347.4282694
madhya-pradesh,2021,3,dewas district,TOTAL,9986506658.490002
madhya-pradesh,2021,3,sheopur district,TOTAL,1463415451.3224988
madhya-pradesh,2021,3,neemuch district,TOTAL,4051955941.049946
madhya-pradesh,2021,3,raisen district,TOTAL,5937299649.675722
madhya-pradesh,2021,3,mandsaur district,TOTAL,6258972327.10527
madhya-pradesh,2021,3,barwani district,TOTAL,3713834240.2518625
madhya-pradesh,2021,3,katni district,TOTAL,4195234171.6679134
madhya-pradesh,2021,3,dindori district,TOTAL,1558066600.4755325
madhya-pradesh,2021,3,shivpuri district,TOTAL,5208883167.360183
madhya-pradesh,2021,3,gwalior district,TOTAL,19237891487.133667
madhya-pradesh,2021,3,anuppur district,TOTAL,2591714166.696354
madhya-pradesh,2021,3,agar malwa district,TOTAL,2767273784.0270257
madhya-pradesh,2021,3,ashoknagar district,TOTAL,2392758234.4553957
madhya-pradesh,2021,3,sagar district,TOTAL,8366148265.5034
madhya-pradesh,2021,3,niwari district,TOTAL,858519029.3008024
madhya-pradesh,2021,3,rewa district,TOTAL,8799296257.259958
madhya-pradesh,2021,3,shajapur district,TOTAL,4865959005.856778
madhya-pradesh,2021,3,ujjain district,TOTAL,13233697399.244934
madhya-pradesh,2021,3,bhind district,TOTAL,4279914834.1175466
madhya-pradesh,2021,3,tikamgarh district,TOTAL,2318909825.5036955
madhya-pradesh,2021,3,seoni district,TOTAL,4896066893.245604
madhya-pradesh,2021,3,harda district,TOTAL,2408638434.410577
madhya-pradesh,2021,3,burhanpur district,TOTAL,2670012212.4459767
madhya-pradesh,2021,3,damoh district,TOTAL,2698898323.811194
madhya-pradesh,2021,3,bhopal district,TOTAL,146735124186.2163
madhya-pradesh,2021,3,jhabua district,TOTAL,2216570769.118132
madhya-pradesh,2021,3,dhar district,TOTAL,11371461567.624537
madhya-pradesh,2021,3,guna district,TOTAL,5615584297.407946
madhya-pradesh,2021,3,east nimar district,TOTAL,4694724162.144183
madhya-pradesh,2021,3,chhindwara district,TOTAL,8670292561.634789
madhya-pradesh,2021,3,umaria district,TOTAL,1814397211.7449274
madhya-pradesh,2021,3,mandla district,TOTAL,2496120604.483219
madhya-pradesh,2021,3,indore district,TOTAL,81712956761.21713
madhya-pradesh,2021,3,shahdol district,TOTAL,4430769579.6169
madhya-pradesh,2021,3,ratlam district,TOTAL,7531821203.291306
madhya-pradesh,2021,3,panna district,TOTAL,2190941787.094632
madhya-pradesh,2021,3,chhatarpur district,TOTAL,4585651268.768494
madhya-pradesh,2021,1,morena district,TOTAL,4076150820.817652
madhya-pradesh,2021,1,alirajpur district,TOTAL,499989236.2147408
madhya-pradesh,2021,1,sehore district,TOTAL,6207673600.695251
madhya-pradesh,2021,1,rajgarh district,TOTAL,5531194245.644239
madhya-pradesh,2021,1,khargone district,TOTAL,5022742955.5200615
