States,Transaction_Year,Quarters,District,Transaction_Type,Transaction_Count,Transaction_Amount
manipur,2018,1,churachandpur,TOTAL,4081,11708258.721273843
manipur,2018,1,kakching,TOTAL,1622,1924584.2384454876
manipur,2018,1,ukhrul,TOTAL,1399,1647288.6651835062
manipur,2018,1,jiribam,TOTAL,1305,3564799.4519929583
manipur,2018,1,tamenglong,TOTAL,1007,1709209.2458958817
manipur,2020,4,imphal west,TOTAL,894877,3447479864.9516916
manipur,2020,4,imphal east,TOTAL,179438,524041651.0001225
manipur,2020,4,bishnupur,TOTAL,95869,267444206.3886955
manipur,2020,4,thoubal,TOTAL,87208,249311101.38298762
manipur,2020,4,kangpokpi,TOTAL,74472,216458503.28856832
manipur,2020,4,churachandpur,TOTAL,71693,243354880.5430908
manipur,2020,4,kakching,TOTAL,37180,96767393.90324815
manipur,2020,4,ukhrul,TOTAL,32947,91688189.17603046
manipur,2020,4,chandel,TOTAL,31540,90473275.49273106
manipur,2020,4,tamenglong,TOTAL,27674,77956516.78360562
manipur,2020,2,imphal west,TOTAL,551775,2034861513.6925411
manipur,2020,2,imphal east,TOTAL,127255,269647863.4355661
manipur,2020,2,bishnupur,TOTAL,70841,142299534.95281482
manipur,2020,2,thoubal,TOTAL,66183,158615301.51328385
manipur,2020,2,churachandpur,TOTAL,50818,128936170.25492851
manipur,2020,2,kangpokpi,TOTAL,48617,105034881.03695941
manipur,2020,2,kakching,TOTAL,30404,53791181.45126964
manipur,2020,2,ukhrul,TOTAL,24243,43560417.966341965
manipur,2020,2,chandel,TOTAL,21517,49008541.10085201
manipur,2020,2,tamenglong,TOTAL,21294,47020896.803083815
manipur,2020,3,imphal west,TOTAL,805964,3116905375.221828
manipur,2020,3,imphal east,TOTAL,148992,357420385.46601486
manipur,2020,3,bishnupur,TOTAL,82097,178752852.0332132
manipur,2020,3,thoubal,TOTAL,75667,178314817.40950677
manipur,2020,3,churachandpur,TOTAL,61160,179008408.76793513
manipur,2020,3,kangpokpi,TOTAL,56646,141494952.88474357
manipur,2020,3,kakching,TOTAL,33268,72744605.62932977
manipur,2020,3,ukhrul,TOTAL,27857,63120519.96337035
manipur,2020,3,chandel,TOTAL,25158,63504521.07112962
manipur,2020,3,tamenglong,TOTAL,24595,57102594.74572652
manipur,2020,1,imphal west,TOTAL,471392,1799193747.3658047
manipur,2020,1,imphal east,TOTAL,97573,222479758.42504126
manipur,2020,1,thoubal,TOTAL,40558,92413414.3395817
manipur,2020,1,bishnupur,TOTAL,40172,83818557.86725356
manipur,2020,1,kangpokpi,TOTAL,33643,81400323.90620552
manipur,2020,1,churachandpur,TOTAL,33637,84566221.4462608
manipur,2020,1,kakching,TOTAL,16690,37525920.22436564
manipur,2020,1,tamenglong,TOTAL,14451,31491246.17045552
manipur,2020,1,chandel,TOTAL,13716,31278977.085135248
manipur,2020,1,ukhrul,TOTAL,13355,30659040.231015503
manipur,2021,4,imphal west,TOTAL,3649688,9254105829.377777
manipur,2021,4,imphal east,TOTAL,268205,853764884.9988655
manipur,2021,4,thoubal,TOTAL,130316,393043161.28167
manipur,2021,4,churachandpur,TOTAL,121140,446895232.6851511
manipur,2021,4,bishnupur,TOTAL,113386,369885898.8351996
manipur,2021,4,kangpokpi,TOTAL,107329,318563859.8204656
manipur,2021,4,kakching,TOTAL,43224,130159064.31913412
manipur,2021,4,tengnoupal,TOTAL,40383,154956864.23616886
manipur,2021,4,tamenglong,TOTAL,40279,140792582.93230078
manipur,2021,4,chandel,TOTAL,39891,131651667.09783676
manipur,2021,2,imphal west,TOTAL,2353896,5697696459.585503
manipur,2021,2,imphal east,TOTAL,179337,491977805.97917175
manipur,2021,2,thoubal,TOTAL,91264,268514237.48815316
manipur,2021,2,bishnupur,TOTAL,89095,260900495.1629062
manipur,2021,2,churachandpur,TOTAL,80524,273962339.3949944
manipur,2021,2,kangpokpi,TOTAL,78765,236369410.09906265
manipur,2021,2,kakching,TOTAL,37444,92311646.34027098
manipur,2021,2,chandel,TOTAL,29178,90054101.93360364
manipur,2021,2,ukhrul,TOTAL,28524,81225585.72178741
manipur,2021,2,senapati,TOTAL,25681,70219657.8819672
manipur,2021,3,imphal west,TOTAL,3027735,7437068961.027052
manipur,2021,3,imphal east,TOTAL,226128,705081475.2381084
manipur,2021,3,thoubal,TOTAL,113257,363547884.1177802
manipur,2021,3,churachandpur,TOTAL,109913,397548796.562021
manipur,2021,3,bishnupur,TOTAL,104901,320379628.1976948
manipur,2021,3,kangpokpi,TOTAL,94883,299760833.40438926
manipur,2021,3,kakching,TOTAL,44277,128692670.00805305
manipur,2021,3,chandel,TOTAL,36126,116052040.78947881
manipur,2021,3,ukhrul,TOTAL,35250,118509943.90387844
manipur,2021,3,tamenglong,TOTAL,33266,108769884.2048046
manipur,2021,1,imphal west,TOTAL,1693458,4962553375.308464
manipur,2021,1,imphal east,TOTAL,161841,530028907.0928848
manipur,2021,1,bishnupur,TOTAL,73777,255486792.7272072
manipur,2021,1,thoubal,TOTAL,72593,240713473.66814184
manipur,2021,1,kangpokpi,TOTAL,63234,205050443.8236801
manipur,2021,1,churachandpur,TOTAL,62755,250250943.40948159
manipur,2021,1,kakching,TOTAL,29803,92307870.36114597
manipur,2021,1,chandel,TOTAL,23884,80445733.2065684
manipur,2021,1,ukhrul,TOTAL,22415,68745913.46443735
manipur,2021,1,senapati,TOTAL,22025,73777202.51436572
andaman-&-nicobar-islands,2019,4,south andaman,TOTAL,27843,110930312.20611623
andaman-&-nicobar-islands,2019,4,north and middle andaman,TOTAL,4716,13524056.784573946
andaman-&-nicobar-islands,2019,4,nicobars,TOTAL,2600,12384161.52668771
andaman-&-nicobar-islands,2019,2,south andaman,TOTAL,28490,102530955.71341258
andaman-&-nicobar-islands,2019,2,north and middle andaman,TOTAL,3371,8612103.13788812
andaman-&-nicobar-islands,2019,2,nicobars,TOTAL,1828,9111650.82436246
andaman-&-nicobar-islands,2019,3,south andaman,TOTAL,27421,91023888.32848613
andaman-&-nicobar-islands,2019,3,north and middle andaman,TOTAL,4049,11481466.283356791
andaman-&-nicobar-islands,2019,3,nicobars,TOTAL,2300,11566421.475451011
andaman-&-nicobar-islands,2019,1,south andaman,TOTAL,25683,85501972.38780196
andaman-&-nicobar-islands,2019,1,north and middle andaman,TOTAL,3264,9561708.736298349
andaman-&-nicobar-islands,2019,1,nicobars,TOTAL,1539,7236059.549389593
andaman-&-nicobar-islands,2022,4,south andaman,TOTAL,1835592,3600887266.099448
andaman-&-nicobar-islands,2022,4,north and middle andaman,TOTAL,93297,241431284.35581034
andaman-&-nicobar-islands,2022,4,nicobars,TOTAL,58646,142355853.97352523
andaman-&-nicobar-islands,2022,2,south andaman,TOTAL,954875,2357326563.362071
andaman-&-nicobar-islands,2022,2,north and middle andaman,TOTAL,72573,195693167.78757268
andaman-&-nicobar-islands,2022,2,nicobars,TOTAL,43769,132900618.93062323
andaman-&-nicobar-islands,2022,3,south andaman,TOTAL,1455255,2967719400.8499093
andaman-&-nicobar-islands,2022,3,north and middle andaman,TOTAL,79574,211581970.34202653
andaman-&-nicobar-islands,2022,3,nicobars,TOTAL,49550,131330400.94545083
andaman-&-nicobar-islands,2022,1,south andaman,TOTAL,705512,1872991195.902684
andaman-&-nicobar-islands,2022,1,north and middle andaman,TOTAL,60059,161624878.52274162
andaman-&-nicobar-islands,2022,1,nicobars,TOTAL,29177,94414127.64974089
andaman-&-nicobar-islands,2018,4,south andaman,TOTAL,20136,75411840.8018554
andaman-&-nicobar-islands,2018,4,north and middle andaman,TOTAL,2137,7955635.917688001
andaman-&-nicobar-islands,2018,4,nicobars,TOTAL,1485,7180859.354911782
andaman-&-nicobar-islands,2018,2,south andaman,TOTAL,9395,23948235.51634325
andaman-&-nicobar-islands,2018,2,nicobars,TOTAL,1120,3072436.9081196385
andaman-&-nicobar-islands,2018,2,north and middle andaman,TOTAL,825,1317863.0834906558
andaman-&-nicobar-islands,2018,3,south andaman,TOTAL,13511,44268112.46425246
andaman-&-nicobar-islands,2018,3,nicobars,TOTAL,1471,6387829.151558982
andaman-&-nicobar-islands,2018,3,north and middle andaman,TOTAL,1283,4901529.518499676
andaman-&-nicobar-islands,2018,1,south andaman,TOTAL,5688,12560249.343665812
andaman-&-nicobar-islands,2018,1,nicobars,TOTAL,528,1139848.801225994
andaman-&-nicobar-islands,2018,1,north and middle andaman,TOTAL,442,931663.0770939873
andaman-&-nicobar-islands,2020,4,south andaman,TOTAL,186494,523122462.883029
andaman-&-nicobar-islands,2020,4,north and middle andaman,TOTAL,29349,68941322.38839513
andaman-&-nicobar-islands,2020,4,nicobars,TOTAL,8688,35218871.04342848
andaman-&-nicobar-islands,2020,2,south andaman,TOTAL,48088,132855778.74838585
andaman-&-nicobar-islands,2020,2,north and middle andaman,TOTAL,10979,22447714.061058953
andaman-&-nicobar-islands,2020,2,nicobars,TOTAL,3895,14341508.60470232
andaman-&-nicobar-islands,2020,3,south andaman,TOTAL,95323,282366109.20523936
andaman-&-nicobar-islands,2020,3,north and middle andaman,TOTAL,16747,33486883.37042556
andaman-&-nicobar-islands,2020,3,nicobars,TOTAL,5413,22166453.754695382
andaman-&-nicobar-islands,2020,1,south andaman,TOTAL,32713,134679396.90582758
andaman-&-nicobar-islands,2020,1,north and middle andaman,TOTAL,5674,14697371.617857102
andaman-&-nicobar-islands,2020,1,nicobars,TOTAL,2911,12099543.773590053
andaman-&-nicobar-islands,2021,4,south andaman,TOTAL,558571,1694794708.0093331
andaman-&-nicobar-islands,2021,4,north and middle andaman,TOTAL,53115,156486112.28732437
andaman-&-nicobar-islands,2021,4,nicobars,TOTAL,24437,81329281.0269996
andaman-&-nicobar-islands,2021,2,south andaman,TOTAL,286907,760893020.5704947
andaman-&-nicobar-islands,2021,2,north and middle andaman,TOTAL,39200,90233388.79463303
andaman-&-nicobar-islands,2021,2,nicobars,TOTAL,15307,48020606.74716838
andaman-&-nicobar-islands,2021,3,south andaman,TOTAL,382418,1116789010.6459613
andaman-&-nicobar-islands,2021,3,north and middle andaman,TOTAL,46592,118254865.82750683
andaman-&-nicobar-islands,2021,3,nicobars,TOTAL,20754,74980519.32813609
andaman-&-nicobar-islands,2021,1,south andaman,TOTAL,207092,669604045.1248703
andaman-&-nicobar-islands,2021,1,north and middle andaman,TOTAL,27358,75027255.27919498
andaman-&-nicobar-islands,2021,1,nicobars,TOTAL,10302,39075266.9856904
mizoram,2019,4,aizawl,TOTAL,68532,215337713.34849542
mizoram,2019,4,lunglei,TOTAL,15344,42919898.6938625
mizoram,2019,4,kolasib,TOTAL,11051,24470971.73397691
mizoram,2019,4,mamit,TOTAL,8468,16925628.21634368
mizoram,2019,4,lawngtlai,TOTAL,8069,22279514.789250825
mizoram,2019,4,serchhip,TOTAL,5889,15064874.565576479
mizoram,2019,4,champhai,TOTAL,4878,17885681.11019664
mizoram,2019,4,saiha,TOTAL,3008,13805068.176785678
mizoram,2019,2,aizawl,TOTAL,45257,147150855.43357456
mizoram,2019,2,lunglei,TOTAL,8919,29564431.131805927
mizoram,2019,2,kolasib,TOTAL,5077,15941097.796656493
mizoram,2019,2,mamit,TOTAL,5047,15936975.402700387
mizoram,2019,2,lawngtlai,TOTAL,4502,12828264.165793028
mizoram,2019,2,serchhip,TOTAL,2917,10740915.810445426
mizoram,2019,2,champhai,TOTAL,2055,7970010.188288981
mizoram,2019,2,saiha,TOTAL,1897,7884158.20574963
mizoram,2019,3,aizawl,TOTAL,54796,162632861.96810922
mizoram,2019,3,lunglei,TOTAL,13305,34090897.89113889
mizoram,2019,3,kolasib,TOTAL,6977,17976086.411676798
mizoram,2019,3,mamit,TOTAL,6296,14161494.187527733
mizoram,2019,3,lawngtlai,TOTAL,6097,14593963.455838619
mizoram,2019,3,serchhip,TOTAL,4389,12447829.176727356
mizoram,2019,3,champhai,TOTAL,3512,12151523.038879696
mizoram,2019,3,saiha,TOTAL,2722,10739243.821443643
mizoram,2019,1,aizawl,TOTAL,40608,125499167.45130551
mizoram,2019,1,lunglei,TOTAL,8092,24562628.04677686
mizoram,2019,1,kolasib,TOTAL,5590,15775791.308525538
mizoram,2019,1,mamit,TOTAL,5400,15141345.457853138
mizoram,2019,1,lawngtlai,TOTAL,3749,12077236.041769965
mizoram,2019,1,serchhip,TOTAL,2964,9972286.162915044
mizoram,2019,1,saiha,TOTAL,2038,8448785.630905889
mizoram,2019,1,champhai,TOTAL,1865,6683655.297350604
mizoram,2022,4,aizawl,TOTAL,360350,1054341698.8459929
mizoram,2022,4,lunglei,TOTAL,99571,275164384.7691406
mizoram,2022,4,lawngtlai,TOTAL,60120,176322495.4134693
mizoram,2022,4,kolasib,TOTAL,55854,157046232.3046887
mizoram,2022,4,mamit,TOTAL,39889,111490213.09424147
mizoram,2022,4,champhai,TOTAL,33252,110073440.44820768
mizoram,2022,4,serchhip,TOTAL,25172,71431982.54694104
mizoram,2022,4,saiha,TOTAL,19566,82040637.84033793
mizoram,2022,2,aizawl,TOTAL,364786,1137178791.3961444
mizoram,2022,2,lunglei,TOTAL,71974,216551898.04095763
mizoram,2022,2,lawngtlai,TOTAL,55575,178078191.45037478
mizoram,2022,2,kolasib,TOTAL,44824,125315221.50869848
mizoram,2022,2,mamit,TOTAL,35643,98025373.52449824
mizoram,2022,2,champhai,TOTAL,30607,103805199.37272806
mizoram,2022,2,serchhip,TOTAL,24248,72294618.64313027
mizoram,2022,2,saiha,TOTAL,16320,71937273.17240411
mizoram,2022,3,aizawl,TOTAL,383546,1129120156.9892116
mizoram,2022,3,lunglei,TOTAL,81428,231838246.93491793
mizoram,2022,3,lawngtlai,TOTAL,52771,160991694.95874986
mizoram,2022,3,kolasib,TOTAL,44830,121251949.18563817
mizoram,2022,3,mamit,TOTAL,32604,88879142.37748808
mizoram,2022,3,champhai,TOTAL,25701,86209300.03437018
mizoram,2022,3,serchhip,TOTAL,23168,65622336.99787671
mizoram,2022,3,saiha,TOTAL,14990,62352784.58970161
mizoram,2022,1,aizawl,TOTAL,341192,1081700361.9959884
mizoram,2022,1,lunglei,TOTAL,70118,225762310.6230601
mizoram,2022,1,lawngtlai,TOTAL,52546,177710904.9278997
mizoram,2022,1,kolasib,TOTAL,41730,131565353.72167373
mizoram,2022,1,mamit,TOTAL,31141,85615813.92389987
mizoram,2022,1,champhai,TOTAL,28284,104778862.41112822
mizoram,2022,1,serchhip,TOTAL,25542,73577504.13530782
mizoram,2022,1,saiha,TOTAL,14364,64447851.87228675
mizoram,2018,4,aizawl,TOTAL,31828,114757156.94931005
mizoram,2018,4,lunglei,TOTAL,6349,20867419.800037555
mizoram,2018,4,kolasib,TOTAL,4701,13882638.975375151
mizoram,2018,4,mamit,TOTAL,4168,12100776.511940831
mizoram,2018,4,serchhip,TOTAL,2830,9311124.637936298
mizoram,2018,4,lawngtlai,TOTAL,2341,5862745.984908307
mizoram,2018,4,champhai,TOTAL,1726,6092672.776851988
mizoram,2018,4,saiha,TOTAL,1299,7552316.893169427
mizoram,2018,2,aizawl,TOTAL,16353,48340497.162337765
mizoram,2018,2,lunglei,TOTAL,3249,6814747.054434758
mizoram,2018,2,kolasib,TOTAL,2092,5117340.437229811
mizoram,2018,2,mamit,TOTAL,1813,10477582.990376014
mizoram,2018,2,serchhip,TOTAL,1237,3831939.5692156893
mizoram,2018,2,saiha,TOTAL,846,5346759.668342534
mizoram,2018,2,champhai,TOTAL,834,2204311.92373675
mizoram,2018,2,lawngtlai,TOTAL,627,1375226.7520610169
mizoram,2018,3,aizawl,TOTAL,24199,72031541.21772185
mizoram,2018,3,lunglei,TOTAL,4716,12189472.093972277
mizoram,2018,3,kolasib,TOTAL,2631,6563816.625400645
mizoram,2018,3,mamit,TOTAL,2247,5446959.531490731
mizoram,2018,3,serchhip,TOTAL,2133,6572902.580575922
mizoram,2018,3,lawngtlai,TOTAL,1231,3422241.331497662
mizoram,2018,3,champhai,TOTAL,1099,4369317.524420092
mizoram,2018,3,saiha,TOTAL,1060,6004487.220311114
mizoram,2018,1,aizawl,TOTAL,12006,27918980.947612703
mizoram,2018,1,lunglei,TOTAL,1604,2350555.3184242332
mizoram,2018,1,kolasib,TOTAL,1457,3891685.392413744
mizoram,2018,1,mamit,TOTAL,1133,5729263.410353888
mizoram,2018,1,lawngtlai,TOTAL,735,547180.2110017058
mizoram,2018,1,serchhip,TOTAL,691,1729998.4078016218
mizoram,2018,1,saiha,TOTAL,482,2188550.572811981
mizoram,2018,1,champhai,TOTAL,453,871005.7153709702
mizoram,2020,4,aizawl,TOTAL,166039,532069401.32491755
mizoram,2020,4,lunglei,TOTAL,41847,117007241.0363552
mizoram,2020,4,lawngtlai,TOTAL,32803,102209937.65580331
mizoram,2020,4,mamit,TOTAL,21383,48253980.828914225
mizoram,2020,4,kolasib,TOTAL,21149,56473537.93676706
mizoram,2020,4,champhai,TOTAL,15587,50140873.98671983
mizoram,2020,4,serchhip,TOTAL,14804,39531569.17092189
mizoram,2020,4,saiha,TOTAL,8995,40835573.753559604
mizoram,2020,2,aizawl,TOTAL,93369,238637352.5294009
mizoram,2020,2,lunglei,TOTAL,27260,60375778.3281481
mizoram,2020,2,lawngtlai,TOTAL,22369,44085859.538810775
mizoram,2020,2,mamit,TOTAL,15352,24755549.9649563
mizoram,2020,2,kolasib,TOTAL,14432,29350410.444769997
mizoram,2020,2,serchhip,TOTAL,10425,19459795.690984458
mizoram,2020,2,champhai,TOTAL,8480,20817381.347150292
mizoram,2020,2,saiha,TOTAL,6775,19711305.598098427
mizoram,2020,3,aizawl,TOTAL,136460,413175918.97011656
mizoram,2020,3,lunglei,TOTAL,30971,83270436.83501583
mizoram,2020,3,lawngtlai,TOTAL,25540,62210090.16784428
mizoram,2020,3,mamit,TOTAL,17199,28176447.030524082
mizoram,2020,3,kolasib,TOTAL,15789,35985260.690991834
mizoram,2020,3,champhai,TOTAL,11286,35131298.73356742
mizoram,2020,3,serchhip,TOTAL,10351,25197852.939255524
mizoram,2020,3,saiha,TOTAL,7107,24796870.137284856
mizoram,2020,1,aizawl,TOTAL,78597,215534588.05424356
mizoram,2020,1,lunglei,TOTAL,19703,47052524.734837465
mizoram,2020,1,lawngtlai,TOTAL,13887,31918357.190269426
mizoram,2020,1,mamit,TOTAL,12136,21524123.962646015
mizoram,2020,1,kolasib,TOTAL,11386,26364756.939303108
mizoram,2020,1,serchhip,TOTAL,7512,15256865.240079906
mizoram,2020,1,champhai,TOTAL,6269,19712814.749991663
mizoram,2020,1,saiha,TOTAL,4119,14713548.478265904
mizoram,2021,4,aizawl,TOTAL,317555,1021257676.3595349
mizoram,2021,4,lunglei,TOTAL,62996,193267816.72749367
mizoram,2021,4,lawngtlai,TOTAL,47572,152734951.83765793
mizoram,2021,4,kolasib,TOTAL,37950,113743718.86428112
mizoram,2021,4,mamit,TOTAL,28553,76910208.12744261
mizoram,2021,4,champhai,TOTAL,25625,100501231.3416473
mizoram,2021,4,serchhip,TOTAL,21092,58127189.330209725
mizoram,2021,4,saiha,TOTAL,11986,54122948.934775494
mizoram,2021,2,aizawl,TOTAL,222893,635733236.9899334
mizoram,2021,2,lunglei,TOTAL,46084,125798685.12915294
mizoram,2021,2,lawngtlai,TOTAL,38779,110575273.85365936
mizoram,2021,2,kolasib,TOTAL,23910,66068598.11704218
mizoram,2021,2,mamit,TOTAL,20464,51797964.37426142
mizoram,2021,2,champhai,TOTAL,15913,52313277.17825453
mizoram,2021,2,serchhip,TOTAL,15664,39541209.17776598
mizoram,2021,2,saiha,TOTAL,10633,41046228.48202239
mizoram,2021,3,aizawl,TOTAL,276340,865537331.9432544
mizoram,2021,3,lunglei,TOTAL,55054,157303231.44253838
mizoram,2021,3,lawngtlai,TOTAL,44431,130625157.50867543
mizoram,2021,3,kolasib,TOTAL,30064,84157970.6374866
mizoram,2021,3,mamit,TOTAL,22878,65856355.67206965
mizoram,2021,3,serchhip,TOTAL,19902,54838260.2224697
mizoram,2021,3,champhai,TOTAL,18678,71974971.0552853
mizoram,2021,3,saiha,TOTAL,11182,43455371.73017335
mizoram,2021,1,aizawl,TOTAL,182220,609359098.2421973
mizoram,2021,1,lunglei,TOTAL,40131,133262456.03079641
mizoram,2021,1,lawngtlai,TOTAL,31658,106154307.36708316
mizoram,2021,1,kolasib,TOTAL,22212,71207105.1965721
mizoram,2021,1,mamit,TOTAL,18670,51226307.47618229
mizoram,2021,1,champhai,TOTAL,13769,51873702.9412937
mizoram,2021,1,serchhip,TOTAL,12877,42644166.311948836
mizoram,2021,1,saiha,TOTAL,8038,35378443.37986354
arunachal-pradesh,2019,4,papum pare,TOTAL,143272,378838002.3434037
arunachal-pradesh,2019,4,west kameng,TOTAL,66740,198205637.50055438
arunachal-pradesh,2019,4,changlang,TOTAL,33963,71874990.9639822
arunachal-pradesh,2019,4,tawang,TOTAL,30077,91949243.6071119
arunachal-pradesh,2019,4,lohit,TOTAL,29281,67502324.59236205
arunachal-pradesh,2019,4,east siang,TOTAL,26605,72075285.44344108
arunachal-pradesh,2019,4,namsai,TOTAL,18290,32501252.235055387
arunachal-pradesh,2019,4,tirap,TOTAL,16459,38467790.7269052
arunachal-pradesh,2019,4,west siang,TOTAL,14581,39460255.46641725
arunachal-pradesh,2019,4,lower subansiri,TOTAL,11806,29634357.486805215
arunachal-pradesh,2019,2,papum pare,TOTAL,86433,246640891.34861866
arunachal-pradesh,2019,2,west kameng,TOTAL,37430,122521180.75595039
arunachal-pradesh,2019,2,lohit,TOTAL,18693,48893746.831022196
arunachal-pradesh,2019,2,changlang,TOTAL,18631,48891048.26477764
arunachal-pradesh,2019,2,east siang,TOTAL,16494,46549881.23941852
arunachal-pradesh,2019,2,tawang,TOTAL,15960,55915834.5871187
arunachal-pradesh,2019,2,namsai,TOTAL,9637,22491356.65721929
arunachal-pradesh,2019,2,west siang,TOTAL,8041,24549832.977181494
arunachal-pradesh,2019,2,tirap,TOTAL,6868,18633793.43372325
arunachal-pradesh,2019,2,longding,TOTAL,6744,23464027.892812617
arunachal-pradesh,2019,3,papum pare,TOTAL,117940,301518075.7016427
arunachal-pradesh,2019,3,west kameng,TOTAL,53939,147186019.87590763
arunachal-pradesh,2019,3,changlang,TOTAL,29218,58354823.443366826
arunachal-pradesh,2019,3,lohit,TOTAL,24505,54539458.21434432
arunachal-pradesh,2019,3,tawang,TOTAL,24097,72221026.28393415
arunachal-pradesh,2019,3,east siang,TOTAL,22611,58040119.9573143
arunachal-pradesh,2019,3,namsai,TOTAL,13453,25507641.015596062
arunachal-pradesh,2019,3,west siang,TOTAL,11889,30014806.816802975
arunachal-pradesh,2019,3,tirap,TOTAL,11249,21737827.19336869
arunachal-pradesh,2019,3,longding,TOTAL,10269,26620415.019238282
arunachal-pradesh,2019,1,papum pare,TOTAL,70941,188556716.3567257
arunachal-pradesh,2019,1,west kameng,TOTAL,34289,101333633.67604163
arunachal-pradesh,2019,1,changlang,TOTAL,17589,40239141.669717625
arunachal-pradesh,2019,1,lohit,TOTAL,15896,42834776.778045304
arunachal-pradesh,2019,1,east siang,TOTAL,15621,39284373.05409969
arunachal-pradesh,2019,1,tawang,TOTAL,13102,39489779.13784294
arunachal-pradesh,2019,1,namsai,TOTAL,8600,20065516.616355177
arunachal-pradesh,2019,1,longding,TOTAL,7287,25349462.055245366
arunachal-pradesh,2019,1,tirap,TOTAL,6877,14075747.836402504
arunachal-pradesh,2019,1,lower dibang valley,TOTAL,6314,13738776.18143886
arunachal-pradesh,2022,4,papum pare,TOTAL,1917365,3401999228.93926
arunachal-pradesh,2022,4,west kameng,TOTAL,421418,954522716.7333798
arunachal-pradesh,2022,4,east siang,TOTAL,327737,623525449.463265
arunachal-pradesh,2022,4,lohit,TOTAL,276551,503661703.8315097
arunachal-pradesh,2022,4,changlang,TOTAL,254818,572195646.772961
arunachal-pradesh,2022,4,namsai,TOTAL,188919,307955075.5201911
arunachal-pradesh,2022,4,west siang,TOTAL,176377,449302139.4960692
arunachal-pradesh,2022,4,tawang,TOTAL,155419,518332824.89263654
arunachal-pradesh,2022,4,lower subansiri,TOTAL,143172,339443886.23657525
arunachal-pradesh,2022,4,lower dibang valley,TOTAL,137218,308329533.63406837
arunachal-pradesh,2022,2,papum pare,TOTAL,1444757,3269917296.5595775
arunachal-pradesh,2022,2,west kameng,TOTAL,327925,893486447.5566866
arunachal-pradesh,2022,2,east siang,TOTAL,261162,604825118.1911323
arunachal-pradesh,2022,2,lohit,TOTAL,226199,502322813.6384013
arunachal-pradesh,2022,2,changlang,TOTAL,203732,513287861.1029648
arunachal-pradesh,2022,2,namsai,TOTAL,152652,293920909.24794424
arunachal-pradesh,2022,2,tawang,TOTAL,132824,494351396.8226246
arunachal-pradesh,2022,2,west siang,TOTAL,121772,375530981.6496287
arunachal-pradesh,2022,2,lower dibang valley,TOTAL,104498,271945446.39483917
arunachal-pradesh,2022,2,lower subansiri,TOTAL,94109,287993729.77118087
arunachal-pradesh,2022,3,papum pare,TOTAL,1651143,3211809407.131925
arunachal-pradesh,2022,3,west kameng,TOTAL,371632,945171308.1838297
arunachal-pradesh,2022,3,east siang,TOTAL,286766,594752976.4068052
arunachal-pradesh,2022,3,lohit,TOTAL,236792,461745616.9201143
arunachal-pradesh,2022,3,changlang,TOTAL,216609,492535245.05507845
arunachal-pradesh,2022,3,namsai,TOTAL,151676,277199997.0357646
arunachal-pradesh,2022,3,tawang,TOTAL,138313,514855579.72383255
arunachal-pradesh,2022,3,west siang,TOTAL,136332,395192937.9954808
arunachal-pradesh,2022,3,lower dibang valley,TOTAL,112848,273001216.6677967
arunachal-pradesh,2022,3,lower subansiri,TOTAL,109261,285712248.1429684
arunachal-pradesh,2022,1,papum pare,TOTAL,1163726,2909248438.629796
arunachal-pradesh,2022,1,west kameng,TOTAL,240672,705607894.004217
arunachal-pradesh,2022,1,east siang,TOTAL,201945,501600929.04419017
arunachal-pradesh,2022,1,changlang,TOTAL,171494,490549428.7793704
arunachal-pradesh,2022,1,lohit,TOTAL,169954,393361044.4830233
arunachal-pradesh,2022,1,namsai,TOTAL,117173,256004887.5750422
arunachal-pradesh,2022,1,west siang,TOTAL,92331,315562272.5888671
arunachal-pradesh,2022,1,tawang,TOTAL,86721,346661566.51465106
arunachal-pradesh,2022,1,lower dibang valley,TOTAL,83531,235243185.52128848
arunachal-pradesh,2022,1,lower subansiri,TOTAL,73100,239825149.91154164
arunachal-pradesh,2018,4,papum pare,TOTAL,55224,154875448.20778143
arunachal-pradesh,2018,4,west kameng,TOTAL,25439,89194886.84322134
arunachal-pradesh,2018,4,lohit,TOTAL,14268,40510521.949797615
arunachal-pradesh,2018,4,changlang,TOTAL,13950,32343047.413952358
arunachal-pradesh,2018,4,east siang,TOTAL,12893,34272134.344916776
arunachal-pradesh,2018,4,tawang,TOTAL,11104,35921510.89403269
arunachal-pradesh,2018,4,namsai,TOTAL,7244,17643523.29373534
arunachal-pradesh,2018,4,longding,TOTAL,6581,22545311.85089966
arunachal-pradesh,2018,4,tirap,TOTAL,5725,10811742.670586085
arunachal-pradesh,2018,4,lower dibang valley,TOTAL,4227,10951332.393937869
arunachal-pradesh,2018,2,papum pare,TOTAL,25363,66520931.20355793
arunachal-pradesh,2018,2,west kameng,TOTAL,10466,25521321.34140157
arunachal-pradesh,2018,2,lohit,TOTAL,6962,20520618.881890118
arunachal-pradesh,2018,2,east siang,TOTAL,6363,15285584.202916935
arunachal-pradesh,2018,2,changlang,TOTAL,6066,13294258.50337311
arunachal-pradesh,2018,2,tawang,TOTAL,5447,13722374.811357912
arunachal-pradesh,2018,2,longding,TOTAL,4634,10271170.165521314
arunachal-pradesh,2018,2,namsai,TOTAL,3230,6271811.327635023
arunachal-pradesh,2018,2,west siang,TOTAL,2579,7610989.567485569
arunachal-pradesh,2018,2,lower siang,TOTAL,2292,2179451.657976534
