States,Transaction_Year,Quarters,District,Transaction_Type,Transaction_Count,Transaction_Amount
madhya-pradesh,2021,3,bhopal,TOTAL,103403998,146735124186.2163
madhya-pradesh,2021,3,indore,TOTAL,55970712,81712956761.21715
madhya-pradesh,2021,3,gwalior,TOTAL,10677148,19237891487.133667
madhya-pradesh,2021,3,jabalpur,TOTAL,9691966,16293034528.474735
madhya-pradesh,2021,3,ujjain,TOTAL,7652620,13233697399.244934
madhya-pradesh,2021,3,dhar,TOTAL,7010257,11371461567.624537
madhya-pradesh,2021,3,dewas,TOTAL,6092595,9986506658.490002
madhya-pradesh,2021,3,sehore,TOTAL,5466240,8629273157.345976
madhya-pradesh,2021,3,chhindwara,TOTAL,5106996,8670292561.634789
madhya-pradesh,2021,3,sagar,TOTAL,4691027,8366148265.503399
madhya-pradesh,2021,1,bhopal,TOTAL,67309234,101725720745.41441
madhya-pradesh,2021,1,indore,TOTAL,37457244,53867415617.00962
madhya-pradesh,2021,1,gwalior,TOTAL,7162483,13365571399.680473
madhya-pradesh,2021,1,jabalpur,TOTAL,6508756,11341470367.935308
madhya-pradesh,2021,1,ujjain,TOTAL,4926814,8661804508.825624
madhya-pradesh,2021,1,dhar,TOTAL,4368739,7366487165.421755
madhya-pradesh,2021,1,dewas,TOTAL,3992803,6833124438.36656
madhya-pradesh,2021,1,sehore,TOTAL,3804912,6207673600.695252
madhya-pradesh,2021,1,chhindwara,TOTAL,3281453,6171721022.75809
madhya-pradesh,2021,1,sagar,TOTAL,3149917,5653447301.758538
uttarakhand,2019,4,dehradun,TOTAL,3069497,4994340229.552402
uttarakhand,2019,4,haridwar,TOTAL,1661936,2912268373.080662
uttarakhand,2019,4,udham singh nagar,TOTAL,1067254,1847912911.0312634
uttarakhand,2019,4,nainital,TOTAL,510868,938607132.5862874
uttarakhand,2019,4,pauri garhwal,TOTAL,260210,438116662.3129741
uttarakhand,2019,4,tehri garhwal,TOTAL,175937,331559129.7280453
uttarakhand,2019,4,almora,TOTAL,147270,226549226.13870555
uttarakhand,2019,4,pithoragarh,TOTAL,112708,200782149.05021042
uttarakhand,2019,4,chamoli,TOTAL,104404,207905779.6174841
uttarakhand,2019,4,uttarkashi,TOTAL,82965,174141275.3253441
uttarakhand,2019,2,dehradun,TOTAL,1628356,3149635867.735813
uttarakhand,2019,2,haridwar,TOTAL,1109390,1993331114.9490423
uttarakhand,2019,2,udham singh nagar,TOTAL,964467,1378582227.1383595
uttarakhand,2019,2,nainital,TOTAL,347099,641075253.7010634
uttarakhand,2019,2,pauri garhwal,TOTAL,201286,330941586.17840505
uttarakhand,2019,2,tehri garhwal,TOTAL,125918,262677784.70331165
uttarakhand,2019,2,almora,TOTAL,110119,169588331.81787175
uttarakhand,2019,2,pithoragarh,TOTAL,81162,158772474.7061255
uttarakhand,2019,2,chamoli,TOTAL,71211,146135260.66002762
uttarakhand,2019,2,uttarkashi,TOTAL,52899,116326460.03063229
uttarakhand,2019,3,dehradun,TOTAL,2163047,3787761714.5911207
uttarakhand,2019,3,haridwar,TOTAL,1408219,2350808805.151039
uttarakhand,2019,3,udham singh nagar,TOTAL,881091,1448854013.7749524
uttarakhand,2019,3,nainital,TOTAL,410561,703565372.0754354
uttarakhand,2019,3,pauri garhwal,TOTAL,206617,337105679.89840025
uttarakhand,2019,3,tehri garhwal,TOTAL,139167,268739806.73495024
uttarakhand,2019,3,almora,TOTAL,110098,163341415.00345957
uttarakhand,2019,3,pithoragarh,TOTAL,93746,157938393.66508043
uttarakhand,2019,3,chamoli,TOTAL,88665,159441929.61206484
uttarakhand,2019,3,uttarkashi,TOTAL,68144,126468996.95084272
uttarakhand,2019,1,udham singh nagar,TOTAL,1872126,1489217231.3368738
uttarakhand,2019,1,haridwar,TOTAL,1412730,1744127095.0116456
uttarakhand,2019,1,dehradun,TOTAL,1291566,2353709229.488825
uttarakhand,2019,1,nainital,TOTAL,366310,528892751.99502397
uttarakhand,2019,1,pauri garhwal,TOTAL,154873,259133683.45728153
uttarakhand,2019,1,tehri garhwal,TOTAL,92784,188532149.09953338
uttarakhand,2019,1,almora,TOTAL,84510,133142670.68267207
uttarakhand,2019,1,pithoragarh,TOTAL,67059,126782378.71489981
uttarakhand,2019,1,chamoli,TOTAL,57245,109897209.50624073
uttarakhand,2019,1,uttarkashi,TOTAL,43500,85792881.24604434
uttarakhand,2022,4,dehradun,TOTAL,40807331,58612213437.28185
uttarakhand,2022,4,haridwar,TOTAL,13503692,19912247185.811954
uttarakhand,2022,4,udham singh nagar,TOTAL,10333475,16094358620.839268
uttarakhand,2022,4,nainital,TOTAL,5012268,7697883412.598277
uttarakhand,2022,4,pauri garhwal,TOTAL,1993213,2930488128.4357233
uttarakhand,2022,4,tehri garhwal,TOTAL,1406965,2066653765.1403933
uttarakhand,2022,4,chamoli,TOTAL,1117730,1880933827.7386515
uttarakhand,2022,4,almora,TOTAL,1009910,1571073455.8092246
uttarakhand,2022,4,pithoragarh,TOTAL,920523,1481932435.116687
uttarakhand,2022,4,uttarkashi,TOTAL,539699,916448376.7267579
uttarakhand,2022,2,dehradun,TOTAL,28405360,40081073999.877716
uttarakhand,2022,2,haridwar,TOTAL,10586018,16128591903.365213
uttarakhand,2022,2,udham singh nagar,TOTAL,7173658,11516900702.588757
uttarakhand,2022,2,nainital,TOTAL,4229607,6957275629.433159
uttarakhand,2022,2,pauri garhwal,TOTAL,1914947,2946932725.366783
uttarakhand,2022,2,tehri garhwal,TOTAL,1595144,2551688400.844716
uttarakhand,2022,2,almora,TOTAL,917436,1470548875.9558089
uttarakhand,2022,2,pithoragarh,TOTAL,744947,1370280861.667244
uttarakhand,2022,2,chamoli,TOTAL,724863,1456305122.8944721
uttarakhand,2022,2,rudraprayag,TOTAL,555674,1343191881.0768297
uttarakhand,2022,3,dehradun,TOTAL,31286908,43421889600.77414
uttarakhand,2022,3,haridwar,TOTAL,12207906,17469868639.355198
uttarakhand,2022,3,udham singh nagar,TOTAL,8359056,12605973683.641441
uttarakhand,2022,3,nainital,TOTAL,4918426,7504228522.498604
uttarakhand,2022,3,pauri garhwal,TOTAL,1692144,2462947906.054614
uttarakhand,2022,3,tehri garhwal,TOTAL,1282593,1914407105.066064
uttarakhand,2022,3,almora,TOTAL,862733,1333633913.7202659
uttarakhand,2022,3,pithoragarh,TOTAL,824882,1386396764.7434978
uttarakhand,2022,3,chamoli,TOTAL,759073,1357043504.4213452
uttarakhand,2022,3,uttarkashi,TOTAL,574366,1020415832.5023174
uttarakhand,2022,1,dehradun,TOTAL,22257700,33123635654.16364
uttarakhand,2022,1,haridwar,TOTAL,7982968,12739141532.519213
uttarakhand,2022,1,udham singh nagar,TOTAL,5878926,10009445962.437685
uttarakhand,2022,1,nainital,TOTAL,3419287,5973753416.613321
uttarakhand,2022,1,pauri garhwal,TOTAL,1340407,2160205589.417455
uttarakhand,2022,1,tehri garhwal,TOTAL,948064,1601435838.181318
uttarakhand,2022,1,almora,TOTAL,615373,1114809944.882173
uttarakhand,2022,1,pithoragarh,TOTAL,513359,1077070807.3701653
uttarakhand,2022,1,chamoli,TOTAL,447942,908267962.1925864
uttarakhand,2022,1,uttarkashi,TOTAL,354038,690101594.2170823
uttarakhand,2018,4,dehradun,TOTAL,839564,1866928298.8196144
uttarakhand,2018,4,udham singh nagar,TOTAL,817760,1063327513.805676
uttarakhand,2018,4,haridwar,TOTAL,780667,1361862781.3811455
uttarakhand,2018,4,nainital,TOTAL,262453,434444465.8451766
uttarakhand,2018,4,pauri garhwal,TOTAL,124351,217330050.30159777
uttarakhand,2018,4,tehri garhwal,TOTAL,72394,157761446.48374173
uttarakhand,2018,4,almora,TOTAL,71874,117821119.63767174
uttarakhand,2018,4,pithoragarh,TOTAL,54756,120923916.07731065
uttarakhand,2018,4,chamoli,TOTAL,44084,93713092.70470297
uttarakhand,2018,4,uttarkashi,TOTAL,32970,74788538.69988397
uttarakhand,2018,2,dehradun,TOTAL,464526,908634049.1026804
uttarakhand,2018,2,haridwar,TOTAL,408449,653841352.4744893
uttarakhand,2018,2,udham singh nagar,TOTAL,396961,460064933.193244
uttarakhand,2018,2,nainital,TOTAL,143993,221734345.97526038
uttarakhand,2018,2,pauri garhwal,TOTAL,87569,116427905.16679347
uttarakhand,2018,2,tehri garhwal,TOTAL,44916,79925226.8074092
uttarakhand,2018,2,almora,TOTAL,39584,50535626.79560754
uttarakhand,2018,2,pithoragarh,TOTAL,31473,51625580.581978634
uttarakhand,2018,2,chamoli,TOTAL,23109,37928070.64293302
uttarakhand,2018,2,uttarkashi,TOTAL,17994,31584871.420789883
uttarakhand,2018,3,udham singh nagar,TOTAL,635903,750899273.4469256
uttarakhand,2018,3,dehradun,TOTAL,580817,1233501843.640768
uttarakhand,2018,3,haridwar,TOTAL,516553,904828173.1140292
uttarakhand,2018,3,nainital,TOTAL,164989,272528677.45278066
uttarakhand,2018,3,pauri garhwal,TOTAL,88372,139462380.15680638
uttarakhand,2018,3,almora,TOTAL,50491,73631915.94944787
uttarakhand,2018,3,tehri garhwal,TOTAL,49076,97822405.13469781
uttarakhand,2018,3,pithoragarh,TOTAL,37382,66592869.052209534
uttarakhand,2018,3,chamoli,TOTAL,28392,57607070.754188076
uttarakhand,2018,3,uttarkashi,TOTAL,22900,44762533.115959145
uttarakhand,2018,1,dehradun,TOTAL,329459,512888194.28700817
uttarakhand,2018,1,udham singh nagar,TOTAL,319290,273540317.84665924
uttarakhand,2018,1,haridwar,TOTAL,308588,394604404.70860887
uttarakhand,2018,1,nainital,TOTAL,106949,116698562.48367879
uttarakhand,2018,1,pauri garhwal,TOTAL,49412,58626307.503576376
uttarakhand,2018,1,tehri garhwal,TOTAL,28306,41280388.51120189
uttarakhand,2018,1,almora,TOTAL,26086,24966386.517174132
uttarakhand,2018,1,pithoragarh,TOTAL,18593,19129399.861616693
uttarakhand,2018,1,chamoli,TOTAL,15936,19931685.344290152
uttarakhand,2018,1,uttarkashi,TOTAL,12342,15898878.295430979
uttarakhand,2020,4,dehradun,TOTAL,7225475,12878001020.781935
uttarakhand,2020,4,haridwar,TOTAL,3321783,6085979623.74952
uttarakhand,2020,4,udham singh nagar,TOTAL,2363335,4514038446.219884
uttarakhand,2020,4,nainital,TOTAL,1517073,2922713378.2238545
uttarakhand,2020,4,pauri garhwal,TOTAL,683792,1126540354.654028
uttarakhand,2020,4,tehri garhwal,TOTAL,562067,938923389.1074793
uttarakhand,2020,4,almora,TOTAL,448847,655069287.4592458
uttarakhand,2020,4,pithoragarh,TOTAL,341824,642959649.9234656
uttarakhand,2020,4,chamoli,TOTAL,334855,608689356.7896259
uttarakhand,2020,4,uttarkashi,TOTAL,248828,446087898.9016932
uttarakhand,2020,2,dehradun,TOTAL,3619286,7204561616.480451
uttarakhand,2020,2,haridwar,TOTAL,1633204,2717831193.887991
uttarakhand,2020,2,udham singh nagar,TOTAL,1430868,2605047531.8868837
uttarakhand,2020,2,nainital,TOTAL,661723,1075299747.558831
uttarakhand,2020,2,pauri garhwal,TOTAL,337679,488475349.7643055
uttarakhand,2020,2,tehri garhwal,TOTAL,274627,410098391.70712256
uttarakhand,2020,2,almora,TOTAL,256356,333359506.69689095
uttarakhand,2020,2,pithoragarh,TOTAL,193141,309868814.02295196
uttarakhand,2020,2,chamoli,TOTAL,180349,274419553.19735515
uttarakhand,2020,2,uttarkashi,TOTAL,143866,241132342.2347738
uttarakhand,2020,3,dehradun,TOTAL,4899672,9682445376.09395
uttarakhand,2020,3,haridwar,TOTAL,2251448,4070826642.206731
uttarakhand,2020,3,udham singh nagar,TOTAL,1570042,2930954022.9558268
uttarakhand,2020,3,nainital,TOTAL,984746,1918487570.1438391
uttarakhand,2020,3,pauri garhwal,TOTAL,441783,734135974.61854
uttarakhand,2020,3,tehri garhwal,TOTAL,351867,595254916.1120149
uttarakhand,2020,3,almora,TOTAL,319939,453570746.4638781
uttarakhand,2020,3,pithoragarh,TOTAL,237817,421302996.40247244
uttarakhand,2020,3,chamoli,TOTAL,219226,388151115.26728576
uttarakhand,2020,3,uttarkashi,TOTAL,166514,318056161.8167209
uttarakhand,2020,1,dehradun,TOTAL,4292172,7855577949.518105
uttarakhand,2020,1,haridwar,TOTAL,1746548,2829682337.55844
uttarakhand,2020,1,udham singh nagar,TOTAL,1320641,2462031686.668817
uttarakhand,2020,1,nainital,TOTAL,591916,1012419762.4026623
uttarakhand,2020,1,pauri garhwal,TOTAL,265239,428956086.0113152
uttarakhand,2020,1,tehri garhwal,TOTAL,200636,365428107.2466619
uttarakhand,2020,1,almora,TOTAL,158941,262516586.53569758
uttarakhand,2020,1,pithoragarh,TOTAL,132585,231555480.8832615
uttarakhand,2020,1,chamoli,TOTAL,122706,211908675.2839394
uttarakhand,2020,1,uttarkashi,TOTAL,96469,176256181.79746825
uttarakhand,2021,4,dehradun,TOTAL,20099531,30616000516.70843
uttarakhand,2021,4,haridwar,TOTAL,7030490,11490457874.693764
uttarakhand,2021,4,udham singh nagar,TOTAL,5131031,9041480525.639933
uttarakhand,2021,4,nainital,TOTAL,3236410,5812451204.097101
uttarakhand,2021,4,pauri garhwal,TOTAL,1252707,2087257954.5768225
uttarakhand,2021,4,tehri garhwal,TOTAL,906949,1604463156.5824413
uttarakhand,2021,4,almora,TOTAL,621457,1157426313.556387
uttarakhand,2021,4,pithoragarh,TOTAL,493686,1047695615.645468
uttarakhand,2021,4,chamoli,TOTAL,444044,935680417.2825816
uttarakhand,2021,4,uttarkashi,TOTAL,340832,699763855.0503579
uttarakhand,2021,2,dehradun,TOTAL,11452915,18841754559.75351
uttarakhand,2021,2,haridwar,TOTAL,4083950,7206283398.339355
uttarakhand,2021,2,udham singh nagar,TOTAL,2949644,5332715640.386387
uttarakhand,2021,2,nainital,TOTAL,2022948,3666864167.0763474
uttarakhand,2021,2,pauri garhwal,TOTAL,772232,1284331635.4191167
uttarakhand,2021,2,tehri garhwal,TOTAL,611946,1001900308.1286168
uttarakhand,2021,2,almora,TOTAL,516291,813684022.7677014
uttarakhand,2021,2,pithoragarh,TOTAL,373518,706633659.8182425
uttarakhand,2021,2,chamoli,TOTAL,335548,592961500.5480487
uttarakhand,2021,2,uttarkashi,TOTAL,272386,493313162.9872029
uttarakhand,2021,3,dehradun,TOTAL,15063442,22990701165.284508
uttarakhand,2021,3,haridwar,TOTAL,5509173,8989314144.10345
uttarakhand,2021,3,udham singh nagar,TOTAL,3972342,6845281919.429772
uttarakhand,2021,3,nainital,TOTAL,2632707,4647117597.836015
uttarakhand,2021,3,pauri garhwal,TOTAL,969356,1594948974.778614
uttarakhand,2021,3,tehri garhwal,TOTAL,719519,1243423714.563628
uttarakhand,2021,3,almora,TOTAL,518423,912391176.2694778
uttarakhand,2021,3,pithoragarh,TOTAL,405020,818234590.9716287
uttarakhand,2021,3,chamoli,TOTAL,352899,738267624.1421456
uttarakhand,2021,3,uttarkashi,TOTAL,280090,564935671.3357033
uttarakhand,2021,1,dehradun,TOTAL,10341368,16714266661.471684
uttarakhand,2021,1,haridwar,TOTAL,3637862,6655847670.43517
uttarakhand,2021,1,udham singh nagar,TOTAL,2400713,4698429212.673304
uttarakhand,2021,1,nainital,TOTAL,1656353,3267711093.933984
uttarakhand,2021,1,pauri garhwal,TOTAL,637099,1098791516.9842882
uttarakhand,2021,1,tehri garhwal,TOTAL,497527,927820405.8247087
uttarakhand,2021,1,almora,TOTAL,315595,567283572.0401664
uttarakhand,2021,1,pithoragarh,TOTAL,261250,560157950.425506
uttarakhand,2021,1,chamoli,TOTAL,251971,534930142.8445033
uttarakhand,2021,1,uttarkashi,TOTAL,199972,419933605.44935334
himachal-pradesh,2019,4,shimla,TOTAL,900252,2553513821.2140336
himachal-pradesh,2019,4,solan,TOTAL,693523,1168760137.4633098
himachal-pradesh,2019,4,kangra,TOTAL,492277,877780658.252526
himachal-pradesh,2019,4,mandi,TOTAL,332554,678830304.0119476
himachal-pradesh,2019,4,hamirpur,TOTAL,258323,429776009.8441242
himachal-pradesh,2019,4,kullu,TOTAL,204518,442222672.1025748
himachal-pradesh,2019,4,sirmaur,TOTAL,190673,324766028.26129776
himachal-pradesh,2019,4,una,TOTAL,173510,293924768.3295568
himachal-pradesh,2019,4,bilaspur,TOTAL,114888,204391757.70598233
himachal-pradesh,2019,4,chamba,TOTAL,111755,196209094.0899575
himachal-pradesh,2019,2,shimla,TOTAL,807095,1698682743.209046
himachal-pradesh,2019,2,solan,TOTAL,481957,783011937.8847647
himachal-pradesh,2019,2,kangra,TOTAL,295433,591536934.9504749
himachal-pradesh,2019,2,mandi,TOTAL,245467,464902888.77251065
himachal-pradesh,2019,2,hamirpur,TOTAL,150149,270178390.1615547
himachal-pradesh,2019,2,kullu,TOTAL,129068,331174039.37828636
himachal-pradesh,2019,2,sirmaur,TOTAL,127208,220885809.9785687
himachal-pradesh,2019,2,una,TOTAL,105685,189321647.9190805
himachal-pradesh,2019,2,bilaspur,TOTAL,68748,128917341.52795482
himachal-pradesh,2019,2,chamba,TOTAL,62922,128008869.00606377
himachal-pradesh,2019,3,shimla,TOTAL,695970,1981429213.7026682
himachal-pradesh,2019,3,solan,TOTAL,563580,919355818.0941985
himachal-pradesh,2019,3,kangra,TOTAL,373339,645470163.0699661
himachal-pradesh,2019,3,mandi,TOTAL,262386,545822136.934624
himachal-pradesh,2019,3,hamirpur,TOTAL,187716,301844559.3146769
himachal-pradesh,2019,3,sirmaur,TOTAL,154972,258531496.7275585
himachal-pradesh,2019,3,kullu,TOTAL,146216,316994313.58457994
himachal-pradesh,2019,3,una,TOTAL,134630,227364592.3232284
himachal-pradesh,2019,3,bilaspur,TOTAL,88416,142694743.74010605
himachal-pradesh,2019,3,chamba,TOTAL,87489,151224161.28503346
himachal-pradesh,2019,1,solan,TOTAL,626201,733453989.2236599
himachal-pradesh,2019,1,shimla,TOTAL,363648,708861957.1918447
himachal-pradesh,2019,1,kangra,TOTAL,266655,478900506.53311074
himachal-pradesh,2019,1,sirmaur,TOTAL,174812,238804557.7773369
himachal-pradesh,2019,1,mandi,TOTAL,167637,287549707.5047521
himachal-pradesh,2019,1,una,TOTAL,151550,232335414.5268033
himachal-pradesh,2019,1,hamirpur,TOTAL,126323,189186708.125866
himachal-pradesh,2019,1,chamba,TOTAL,104811,170503559.1379143
himachal-pradesh,2019,1,kullu,TOTAL,92009,187262819.029819
himachal-pradesh,2019,1,bilaspur,TOTAL,73141,109483745.6606721
himachal-pradesh,2022,4,shimla,TOTAL,9603309,14161042549.708815
himachal-pradesh,2022,4,kangra,TOTAL,4885938,7430861889.061211
himachal-pradesh,2022,4,solan,TOTAL,4436709,5065290891.534374
himachal-pradesh,2022,4,kullu,TOTAL,2047414,3429997134.811536
himachal-pradesh,2022,4,mandi,TOTAL,1994054,3034367986.1615605
himachal-pradesh,2022,4,sirmaur,TOTAL,1454224,1991999745.9575925
himachal-pradesh,2022,4,una,TOTAL,1173607,1902311205.0838988
himachal-pradesh,2022,4,hamirpur,TOTAL,1161191,1732021206.6974392
himachal-pradesh,2022,4,chamba,TOTAL,831315,1292196671.856883
himachal-pradesh,2022,4,bilaspur,TOTAL,622642,1042618597.1158305
himachal-pradesh,2022,2,shimla,TOTAL,5875215,9396933042.155468
himachal-pradesh,2022,2,solan,TOTAL,3773789,4536385240.154757
himachal-pradesh,2022,2,kangra,TOTAL,2984544,4846014285.107853
himachal-pradesh,2022,2,kullu,TOTAL,1646598,3292385543.331986
himachal-pradesh,2022,2,mandi,TOTAL,1587222,2699997310.198592
himachal-pradesh,2022,2,una,TOTAL,1526243,2532127305.66458
himachal-pradesh,2022,2,sirmaur,TOTAL,1196118,1742899000.9373982
himachal-pradesh,2022,2,hamirpur,TOTAL,1002506,1538456707.4950671
himachal-pradesh,2022,2,chamba,TOTAL,727701,1229468817.252565
himachal-pradesh,2022,2,bilaspur,TOTAL,597379,1083546519.8422945
himachal-pradesh,2022,3,shimla,TOTAL,8892834,13349267759.063
himachal-pradesh,2022,3,solan,TOTAL,4064523,4837968887.089856
himachal-pradesh,2022,3,kangra,TOTAL,3342842,5121570350.61087
himachal-pradesh,2022,3,mandi,TOTAL,1666670,2648674300.7818365
himachal-pradesh,2022,3,chamba,TOTAL,1270412,1872267055.918766
himachal-pradesh,2022,3,sirmaur,TOTAL,1266132,1769419418.4413247
himachal-pradesh,2022,3,una,TOTAL,1233226,1928978517.8009784
himachal-pradesh,2022,3,kullu,TOTAL,1202861,2235782785.3480353
himachal-pradesh,2022,3,bilaspur,TOTAL,936750,1447420350.6150799
himachal-pradesh,2022,3,hamirpur,TOTAL,934529,1398047775.1680303
himachal-pradesh,2022,1,shimla,TOTAL,4441906,7362840550.605638
himachal-pradesh,2022,1,solan,TOTAL,2993489,3959375876.0297637
himachal-pradesh,2022,1,kangra,TOTAL,2261593,3907092916.026638
himachal-pradesh,2022,1,mandi,TOTAL,1201568,2151083001.502331
himachal-pradesh,2022,1,una,TOTAL,1164923,2030776988.6375246
himachal-pradesh,2022,1,kullu,TOTAL,1100232,2108742823.1394384
himachal-pradesh,2022,1,sirmaur,TOTAL,962227,1517999108.5303912
himachal-pradesh,2022,1,hamirpur,TOTAL,751389,1264679768.7344947
himachal-pradesh,2022,1,chamba,TOTAL,544135,943937757.078062
himachal-pradesh,2022,1,bilaspur,TOTAL,472169,885425010.4453132
himachal-pradesh,2018,4,solan,TOTAL,347191,577618789.1056865
himachal-pradesh,2018,4,kangra,TOTAL,187764,414603049.9879074
himachal-pradesh,2018,4,shimla,TOTAL,156832,396860638.04644364
himachal-pradesh,2018,4,sirmaur,TOTAL,122707,199344353.77429008
himachal-pradesh,2018,4,una,TOTAL,110312,222928340.6712972
himachal-pradesh,2018,4,mandi,TOTAL,109661,203827486.01186574
himachal-pradesh,2018,4,hamirpur,TOTAL,76300,146948802.40681252
himachal-pradesh,2018,4,kullu,TOTAL,64285,157752014.91735005
himachal-pradesh,2018,4,chamba,TOTAL,63298,160650916.98309675
himachal-pradesh,2018,4,bilaspur,TOTAL,51395,92955686.23996082
himachal-pradesh,2018,2,solan,TOTAL,166516,254576422.9168635
himachal-pradesh,2018,2,kangra,TOTAL,97426,172859755.31581038
himachal-pradesh,2018,2,shimla,TOTAL,82195,162202102.59693143
himachal-pradesh,2018,2,mandi,TOTAL,58415,85994890.15581088
himachal-pradesh,2018,2,chamba,TOTAL,55922,125825520.94711924
himachal-pradesh,2018,2,sirmaur,TOTAL,53040,77059907.62248287
himachal-pradesh,2018,2,una,TOTAL,51637,81025669.3259282
himachal-pradesh,2018,2,hamirpur,TOTAL,41507,63207300.3000073
himachal-pradesh,2018,2,kullu,TOTAL,39948,96624850.44143352
himachal-pradesh,2018,2,bilaspur,TOTAL,30705,41392933.9580691
himachal-pradesh,2018,3,solan,TOTAL,229164,373018057.4322363
himachal-pradesh,2018,3,kangra,TOTAL,123560,243834956.6313929
himachal-pradesh,2018,3,shimla,TOTAL,109765,261701779.39463177
himachal-pradesh,2018,3,sirmaur,TOTAL,78762,124334576.99894318
himachal-pradesh,2018,3,mandi,TOTAL,74604,128941896.30651332
himachal-pradesh,2018,3,una,TOTAL,73766,150521417.27225596
himachal-pradesh,2018,3,hamirpur,TOTAL,58022,90529572.1234664
himachal-pradesh,2018,3,chamba,TOTAL,44858,190977335.4683498
himachal-pradesh,2018,3,kullu,TOTAL,40813,95127772.88091436
himachal-pradesh,2018,3,bilaspur,TOTAL,37993,56133326.966728725
himachal-pradesh,2018,1,solan,TOTAL,118881,146873607.41695297
himachal-pradesh,2018,1,kangra,TOTAL,62061,83269925.3876329
himachal-pradesh,2018,1,shimla,TOTAL,54161,84375526.97610706
himachal-pradesh,2018,1,mandi,TOTAL,44169,50308276.313293405
himachal-pradesh,2018,1,chamba,TOTAL,41138,69091183.95337541
himachal-pradesh,2018,1,una,TOTAL,39070,48375221.958015576
himachal-pradesh,2018,1,sirmaur,TOTAL,37721,43579534.40144637
himachal-pradesh,2018,1,hamirpur,TOTAL,32709,37506250.25236499
himachal-pradesh,2018,1,kullu,TOTAL,23978,36599342.90480824
himachal-pradesh,2018,1,bilaspur,TOTAL,21880,20215586.707121648
himachal-pradesh,2020,4,shimla,TOTAL,1481567,3532549313.2620616
himachal-pradesh,2020,4,solan,TOTAL,1429031,2365446849.233446
himachal-pradesh,2020,4,kangra,TOTAL,1184008,2119401487.8765106
himachal-pradesh,2020,4,mandi,TOTAL,671714,1247938155.7973926
himachal-pradesh,2020,4,kullu,TOTAL,468786,964080436.8492869
himachal-pradesh,2020,4,una,TOTAL,449443,882226488.1512837
himachal-pradesh,2020,4,sirmaur,TOTAL,443100,785448896.1147676
himachal-pradesh,2020,4,hamirpur,TOTAL,431123,781165089.0953674
himachal-pradesh,2020,4,chamba,TOTAL,304032,507880011.358919
himachal-pradesh,2020,4,bilaspur,TOTAL,275513,518335916.8663252
himachal-pradesh,2020,2,shimla,TOTAL,1090361,2702081598.463577
himachal-pradesh,2020,2,solan,TOTAL,808170,1165900725.2493396
himachal-pradesh,2020,2,kangra,TOTAL,800587,1148113744.7012944
himachal-pradesh,2020,2,mandi,TOTAL,476844,764632316.5536959
himachal-pradesh,2020,2,hamirpur,TOTAL,283099,412476792.8843811
himachal-pradesh,2020,2,sirmaur,TOTAL,281385,405760136.7626385
himachal-pradesh,2020,2,una,TOTAL,271636,407244006.0493055
himachal-pradesh,2020,2,kullu,TOTAL,211730,311597474.942107
himachal-pradesh,2020,2,chamba,TOTAL,195242,282218981.7534903
himachal-pradesh,2020,2,bilaspur,TOTAL,191375,284432330.03137827
himachal-pradesh,2020,3,shimla,TOTAL,1285819,3273522193.6950035
himachal-pradesh,2020,3,solan,TOTAL,1025251,1684944862.9521143
himachal-pradesh,2020,3,kangra,TOTAL,874419,1454881898.970782
himachal-pradesh,2020,3,mandi,TOTAL,510105,917547335.014626
himachal-pradesh,2020,3,una,TOTAL,351065,649892231.6889067
himachal-pradesh,2020,3,hamirpur,TOTAL,330684,570857451.2158681
himachal-pradesh,2020,3,sirmaur,TOTAL,327646,558556837.731833
himachal-pradesh,2020,3,kullu,TOTAL,256926,493361636.48255086
himachal-pradesh,2020,3,chamba,TOTAL,219469,362005461.96742666
himachal-pradesh,2020,3,bilaspur,TOTAL,202526,342802524.6465795
himachal-pradesh,2020,1,shimla,TOTAL,1115491,2725598845.0394974
himachal-pradesh,2020,1,solan,TOTAL,821088,1293083622.0835805
himachal-pradesh,2020,1,kangra,TOTAL,569437,836283217.4197668
himachal-pradesh,2020,1,mandi,TOTAL,357222,582031760.1284182
himachal-pradesh,2020,1,hamirpur,TOTAL,247878,312050564.78676903
himachal-pradesh,2020,1,kullu,TOTAL,245803,451467537.5665263
himachal-pradesh,2020,1,sirmaur,TOTAL,240485,386990850.03422594
himachal-pradesh,2020,1,una,TOTAL,208785,305641992.38407075
himachal-pradesh,2020,1,bilaspur,TOTAL,144278,226926312.01782265
himachal-pradesh,2020,1,chamba,TOTAL,139862,213171894.7803222
himachal-pradesh,2021,4,shimla,TOTAL,3957985,7356261501.689669
himachal-pradesh,2021,4,solan,TOTAL,2640011,3757890500.196965
himachal-pradesh,2021,4,kangra,TOTAL,2130139,3830143759.599303
himachal-pradesh,2021,4,mandi,TOTAL,1092862,2082662004.4459345
himachal-pradesh,2021,4,kullu,TOTAL,1078809,2242410725.9330144
himachal-pradesh,2021,4,una,TOTAL,1048351,1936766072.2652125
himachal-pradesh,2021,4,sirmaur,TOTAL,847647,1363383254.3950417
himachal-pradesh,2021,4,hamirpur,TOTAL,717321,1262408331.5777433
himachal-pradesh,2021,4,chamba,TOTAL,507614,926400609.5746634
himachal-pradesh,2021,4,bilaspur,TOTAL,430870,844889571.9622381
himachal-pradesh,2021,2,shimla,TOTAL,2474329,4402623043.9412
